ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells'
  候选细胞 2: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells'
  候选细胞 3: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast'
  候选细胞 4: cell_ontology_class='hepatocyte', free_annotation='hepatocyte'
  候选细胞 5: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac progenitor cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 指的是心脏祖细胞，这是一种早期分化阶段的细胞，具有向特定心脏细胞类型分化的潜能。在候选匹配中，没有直接提到 ""cardiac progenitor"" 的选项，但根据其生物学特性，它并不对应成熟的 ""cardiac muscle cell"" 或其他完全分化的细胞类型（如 ""endothelial cell""、""fibroblast""、""hepatocyte"" 或 ""macrophage""）。因此，原始标注可能需要保留更具体的描述以反映其祖细胞特性。组织类型 ""heart"" 是正确的，无需修正。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells'
  候选细胞 2: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells'
  候选细胞 3: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast'
  候选细胞 4: cell_ontology_class='hepatocyte', free_annotation='hepatocyte'
  候选细胞 5: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac progenitor (cvp)
```","原始细胞类型 ""cardiac progenitor (cvp)"" 指的是心脏祖细胞，这是一种早期分化阶段的细胞类型，具有分化为多种心脏相关细胞的潜能。在候选匹配中，没有直接提到 ""cardiac progenitor"" 的选项，但根据其特性，它与心脏组织密切相关。因此，组织类型应保持为 ""heart""。然而，由于候选细胞类型中没有明确的 ""cardiac progenitor""，我们无法精确匹配到某一具体细胞类型，因此保留原始标注以避免错误归类。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells'
  候选细胞 2: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells'
  候选细胞 3: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast'
  候选细胞 4: cell_ontology_class='hepatocyte', free_annotation='hepatocyte'
  候选细胞 5: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始数据中的细胞类型 ""cardiac progenitor (cvp)"" 指的是心脏祖细胞，这是一种具有分化为心脏相关细胞潜能的前体细胞。在候选匹配中，没有直接提到 ""cardiac progenitor"" 的选项，但根据其生物学特性，最接近的描述是 ""cardiac muscle cell""（心肌细胞），因为心脏祖细胞通常分化为心肌细胞。其他选项如 ""cardiac endothelial cell"" 和 ""fibroblast of cardiac tissue"" 虽然与心脏相关，但不符合祖细胞的定义；而 ""hepatocyte"" 和 ""macrophage"" 则完全无关。因此，选择 ""cardiac muscle cell"" 作为最合适的匹配。",found
esophagus,treg (t regulatory) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: treg (t regulatory) cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='regulatory t cell', free_annotation='regulatory t cell'

候选组织 2: spleen
  候选细胞 1: cell_ontology_class='regulatory t cell', free_annotation='regulatory t cell'

候选组织 3: lymph_node
  候选细胞 1: cell_ontology_class='regulatory t cell', free_annotation='regulatory t cell'

候选组织 4: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",spleen,"regulatory t cell
```",原始数据中提供的组织类型是'esophagus'（食管），而候选匹配中的组织类型包括'skin'（皮肤）、'spleen'（脾脏）、'lymph_node'（淋巴结）和'fat'（脂肪）。在这些选项中，虽然原始数据未明确提及免疫相关组织，但T调节细胞（Treg细胞）通常富集于免疫相关组织如脾脏和淋巴结。此外，候选细胞类型的描述与原始细胞类型'treg (t regulatory) cell'一致，特别是'cell_ontology_class=regulatory t cell'的标注非常匹配。综合考虑，选择免疫相关组织更符合Treg细胞的生物学分布特性，因此选择'spleen'作为修正组织。对于细胞类型，候选匹配中的'regulatory t cell'与原始数据完全一致。,found
esophagus,effector th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: effector th2 cell

    候选匹配:
候选组织 1: thymus
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"effector th2 cell
```",原始数据中的组织类型为'esophagus'（食管），而候选匹配中没有直接与食管相关的组织选项。因此，我们无法从候选组织中选择一个更合适的修正组织。原始细胞类型为'effector th2 cell'（效应Th2细胞），这是一种特定的T细胞亚型，属于免疫细胞的一种。在候选细胞中，虽然有't cell'（T细胞）的选项，但这些选项并未具体区分Th2亚型，且其对应的组织（如fat或thymus）与原始数据不符。因此，基于现有信息，无法对原始标注进行合理修正，需保留原始标注以避免引入错误。,found
esophagus,effector th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: effector th2 cell

    候选匹配:
候选组织 1: thymus
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"t cell
```",原始数据中提到的组织类型为'esophagus'（食管），而候选匹配中的组织类型'thymus'（胸腺）和'fat'（脂肪组织）均与之不符。因此，原始组织类型应保留为'esophagus'。对于细胞类型，原始数据标注为'effector th2 cell'（效应Th2细胞），这是一种特定类型的T细胞亚群，属于免疫细胞的一种。在候选匹配中，虽然没有直接提到Th2细胞，但'fat'组织下的候选细胞类型标注为't cell'（T细胞），这与Th2细胞的大类一致。综合来看，最合适的修正是保留原始组织类型，并将细胞类型修正为更通用的't cell'。,found
esophagus,effector th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: effector th2 cell

    候选匹配:
候选组织 1: thymus
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",fat,"t cell
```",原始数据中的组织类型为'esophagus'，但候选匹配中没有直接与'esophagus'相关的组织选项。此外，原始细胞类型为'effector th2 cell'，这是一种T细胞亚型，而候选匹配中只有'fat'组织提供了与T细胞相关的细胞类型（cell_ontology_class='t cell'）。因此，根据候选匹配的可用信息，最合适的修正是将组织类型改为'fat'，并将细胞类型修正为更通用的't cell'。,found
esophagus,effector th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: effector th2 cell

    候选匹配:
候选组织 1: thymus
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"effector th2 cell
```",原始数据中提到的组织类型是食管（esophagus），而候选匹配中的组织类型为胸腺（thymus）和脂肪组织（fat），均与原始数据不符。因此，组织类型应保持为原始标注“esophagus”。对于细胞类型，原始数据标注为“effector th2 cell”，这是一种效应T辅助2型细胞，属于T细胞的一种亚型。在候选匹配中，虽然存在“t cell”相关的标注，但这些标注并未具体区分TH2亚型，因此原始细胞类型的描述更为准确，无需修改。,found
esophagus,effector th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: effector th2 cell

    候选匹配:
候选组织 1: thymus
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",fat,"t cell
```",原始数据中的组织类型为'esophagus'，但候选匹配中没有直接与'esophagus'相关的组织。原始细胞类型为'effector th2 cell'，这是一种T细胞亚型，而候选匹配中'fat'组织提供了多个与'T细胞'相关的选项，更符合原始细胞类型的分类。因此，选择'fat'作为修正组织，并将细胞类型修正为最接近的't cell'。,found
eoe tissue,t lymphocyte,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: t lymphocyte

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'

候选组织 3: eye
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'

候选组织 4: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lymph_node,"t cell
```",原始数据中“eoe tissue”可能是“esophagus tissue”的缩写或误写，而T淋巴细胞（T lymphocyte）是一种免疫细胞，广泛分布于淋巴组织（如淋巴结）以及外周血等部位。在候选匹配中，“lymph_node”是最符合T淋巴细胞典型分布的组织类型，且其对应的细胞注释与原始细胞类型完全一致。因此，选择“lymph_node”作为修正组织，同时使用标准化的“t cell”作为修正细胞类型。,found
eoe tissue,cd3+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: cd3+ t cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",skin,"t cells
```","原始数据中的""eoe tissue""可能是指与嗜酸性食管炎（Eosinophilic Esophagitis, EoE）相关的组织，这种疾病通常影响食管，而食管组织更接近于皮肤组织而非血液。因此，候选组织1 ""skin""比候选组织2 ""blood""更为合适。对于细胞类型，原始数据中提到的是""cd3+ t cell""，这明确指向T细胞的一种亚型，且所有候选细胞的cell_ontology_class均为't cell'，符合这一描述。在free_annotation中，'t cells'是最常见和标准化的表述方式，因此选择该标注。",found
