names,scores,logfoldchanges,pvals,pvals_adj
FYN,4.3279757,1.2651168,1.5048608743697603e-05,0.002516794308924653
PDK4,4.323812,2.164129,1.5335588885024726e-05,0.002557524412638543
NUAK1,4.315485,2.26041,1.5925277909987877e-05,0.002648364719098831
SRPX,4.27385,10.322104,1.9212635320942097e-05,0.003150551090094321
NCKAP1,4.272289,2.7511938,1.9347691549885112e-05,0.0031638850042826016
FHL1,4.255635,3.9666522,2.0845694208046992e-05,0.003390016624385985
CAV1,4.244185,4.5734606,2.1938940762142703e-05,0.003557976426080829
TNFAIP1,4.232215,18.168694,2.314012629296191e-05,0.0037118780241598573
APBB2,4.2259693,2.663735,2.379142061507856e-05,0.0038059807924175947
PLXND1,4.224408,5.29681,2.3956948776880268e-05,0.003811744795932274
SPRY1,4.224408,6.0615025,2.3956948776880268e-05,0.003811744795932274
LUZP1,4.216081,-2.043965,2.4858432950513865e-05,0.003944517379506068
RUNX1T1,4.21452,6.3439684,2.5031014970208292e-05,0.003961225406710113
SNX6,4.213479,-5.5349264,2.5146702196210154e-05,0.003967387244682155
CALU,4.2129583,-13.749583,2.520473635996477e-05,0.003967387244682155
FGD5,4.208795,8.016526,2.5673617746278992e-05,0.004030415671262518
DAAM1,4.206713,3.2738948,2.591115815391032e-05,0.004056887980108246
CD151,4.195784,2.7759964,2.7192929208045994e-05,0.004246280484025643
TMEM44,4.188498,13.366145,2.80806958604245e-05,0.004350290961324185
MRC1,4.183814,17.56865,2.8665880198896148e-05,0.0044292923026483366
BACE2,4.17913,-2.1680977,2.926264536057455e-05,0.00450966474444247
MPRIP,4.1749663,4.301873,2.980299985342735e-05,0.004580946739872763
HSP90B1,4.172364,2.018931,3.0145522971092274e-05,0.004621528482573444
EMP1,4.1682005,4.703716,3.070135335381122e-05,0.004694516031010043
GIMAP1,4.1655984,4.066683,3.105367836537933e-05,0.004736088200440107
LGMN,4.160394,5.7337,3.1769887420381733e-05,0.004807951857166768
UBE2J1,4.139056,-3.6343558,3.4873767577009904e-05,0.005264150505791213
MYL12B,4.135413,-37.189198,3.5431679952453676e-05,0.005334687976473013
PTPRG,4.1208405,3.7692373,3.77492359993285e-05,0.0056547010770495384
DOCK9,4.1000233,3.345026,4.1310885042271176e-05,0.006141342935450767
CTNNAL1,4.0979414,5.2214313,4.1684082340653186e-05,0.0061812139229074385
TCN2,4.0776443,2.0917208,4.549430944510923e-05,0.006712406007602958
MAN1C1,4.0542245,14.131789,5.030090419194784e-05,0.007291924124864925
IRF2BPL,4.0542245,2.4961617,5.030090419194784e-05,0.007291924124864925
FERMT2,4.0432954,-0.45774445,5.270519131932081e-05,0.007549281296760137
PTMS,4.0417337,0.41460347,5.3057423177161936e-05,0.007581287627280397
KIAA0355,4.0375705,1.8421423,5.400764520786618e-05,0.007679782785959136
TRIOBP,4.028723,6.116882,5.6080671880086464e-05,0.007936223926876658
MYO1C,4.0271616,15.26305,5.64542369580532e-05,0.007950863468231081
RBP1,4.0219574,5.3761168,5.771654975273554e-05,0.008070720389414587
SPRY4,4.0219574,4.5755887,5.771654975273554e-05,0.008070720389414587
REEP3,4.015712,1.6752248,5.926661677753785e-05,0.008248287777053553
CD9,4.0141506,1.1377783,5.96602482371204e-05,0.008283487768205845
GJA1,4.0115485,8.807573,6.0321807381425334e-05,0.008355634824810611
TIMP1,4.002701,64.320755,6.262344506511315e-05,0.008633822508157404
CCDC50,3.9938536,3.0722547,6.500805238192756e-05,0.00887940613393057
SNTB2,3.9907308,8.339645,6.587000910051886e-05,0.008976313508674873
CLEC2B,3.9886491,17.055609,6.645064386352242e-05,0.009034525183015162
NCOA3,3.9870877,4.0937343,6.688929498568839e-05,0.009073209206929667
PRKCH,3.9818833,-5.352098,6.837133845095595e-05,0.009231698840843525
PPIC,3.9787607,2.5851924,6.927542180062663e-05,0.00931105954658194
AL158206.1,3.9699132,9.630159,7.189881059529592e-05,0.00961973404487516
MYC,3.9699132,2.9735394,7.189881059529592e-05,0.00961973404487516
CD34,3.9662702,7.2687826,7.300611095559799e-05,0.009745736398993319
SELENON,3.9626272,2.8546317,7.412952730818855e-05,0.009851027703460632
ICAM2,3.9579432,-3.2727778,7.55979538548901e-05,0.009978590904568116
MED10,3.9485753,1.0800045,7.861771796478923e-05,0.010330859501310585
EPB41L4A,3.9444118,1.047091,7.999612605816063e-05,0.010488020784589228
PAM,3.9438913,-11.940302,8.017002468260833e-05,0.010488020784589228
IFITM2,3.9371254,-25.009024,8.246347264529481e-05,0.010740319988116163
IRF1,3.9267168,-18.073765,8.611329356200648e-05,0.011190926251645302
SRSF4,3.9183898,1.6589477,8.914250051877342e-05,0.011533668144044378
SNRK,3.916308,-5.0097632,8.991538050267125e-05,0.011582426633121876
FEZ1,3.9095423,8.804658,9.247118675564668e-05,0.011834301661532435
GRB10,3.897572,-1.1318421,9.716188925351555e-05,0.012353866087165639
MYH10,3.8965313,-1.1854393,9.758022304284054e-05,0.012353866087165639
ETS2,3.87155,9.587591,0.0001081454025837818,0.013632804818216776
ACTN1,3.8705094,-8.046706,0.00010860822807402997,0.013661893988713985
ZEB1,3.867907,3.8270922,0.00010977348127863974,0.013749712431645791
DOCK4,3.8658254,2.188366,0.00011071416556105225,0.013838095385518357
MATN2,3.855937,-0.8499827,0.00011528719802431206,0.014288331258297371
SMAD7,3.8408442,-0.0010418748,0.00012261191365506397,0.015100760160823463
NCOA7,3.8340786,7.9386964,0.00012603589221312574,0.015457777030388982
TLR4,3.8137813,1.8097243,0.00013685655918822955,0.01654362554293855
SCARF1,3.8044136,3.5763383,0.0001421406054889621,0.01711210111479591
SYNE1,3.7997296,6.4324365,0.00014485412270534746,0.017367743795649298
NOS3,3.7940047,28.953491,0.0001482368974983198,0.017701229524799366
ARHGEF7,3.7825549,7.192076,0.00015522679499523352,0.018423793188244754
RPGR,3.7778711,2.3153486,0.00015817475689395378,0.018660817511717553
EID1,3.7768302,4.783435,0.00015883697623648343,0.01866413730746862
PLCB1,3.7752688,-0.026675502,0.00015983519908909576,0.018706755805914646
NPR1,3.7731872,8.255975,0.00016117534828745183,0.01882617609857597
MRPL17,3.7560124,6.219106,0.00017264203536332146,0.02000676500361956
EXOC3L1,3.7534103,11.459755,0.000174444932733089,0.020175978762272985
FLT4,3.7523694,8.251613,0.0001751710373869486,0.02022023327641111
