names,scores,logfoldchanges,pvals,pvals_adj
ALDH1L1,9.023708,2.4124475,1.8182713658735497e-19,3.185762955624282e-17
SLC25A18,8.965727,3.3942533,3.082402127408937e-19,5.275029454667562e-17
TF,8.962614,-122.3974,3.170707324842352e-19,5.410421455462878e-17
C1R,8.932261,-28.018078,4.173880717550366e-19,7.060814880522702e-17
CP,8.86105,-8.311475,7.926488253949368e-19,1.329436933076921e-16
UPB1,8.854045,4.4620094,8.440354956124844e-19,1.4036262606414395e-16
COBLL1,8.78867,3.3540523,1.5134140830734338e-18,2.45439909285215e-16
SLC39A14,8.753647,2.7984385,2.0656606939817688e-18,3.3225531435712225e-16
PPARA,8.711231,0.3975251,3.0059169324602585e-18,4.808650266683028e-16
SH3PXD2A,8.649748,3.8152206,5.161348175185503e-18,8.189988330813222e-16
SRRM2,8.63963,-1.3036859,5.63953754957435e-18,8.900792910011848e-16
GPAM,8.635349,3.250065,5.854777807094996e-18,9.215795976034289e-16
C1S,8.633793,-41.286316,5.93504088581403e-18,9.317222851943251e-16
CCNL2,8.633404,-1.8283153,5.955275769200089e-18,9.324124588638544e-16
C5,8.629902,1.1564529,6.140481281292743e-18,9.588597693095592e-16
N4BP2L2,8.553242,4.409084,1.1967918403778902e-17,1.834769157371e-15
ALDOB,8.54507,-41.54534,1.2845886927164031e-17,1.949065369593161e-15
FTCD,8.526391,2.2363539,1.5098435350917316e-17,2.273260585955249e-15
SLCO1B3,8.502653,4.7585588,1.8530525547328278e-17,2.7617519973954826e-15
CYP2E1,8.500319,-74.18286,1.890707892106126e-17,2.8036769170853305e-15
AKAP9,8.471911,2.9319606,2.4139805168829328e-17,3.5175998274479764e-15
GPT2,8.261,3.1451058,1.444580323143977e-16,2.0009986734937868e-14
ASGR1,8.238818,-4.9167733,1.739197108904213e-16,2.381082181423047e-14
ADH4,8.232982,2.2983232,1.826106787381208e-16,2.4827461102339887e-14
TOR1AIP2,8.230646,1.7381469,1.8620572529350145e-16,2.5257905640618504e-14
RNF152,8.215081,3.6632068,2.1202109841583945e-16,2.862771115536805e-14
PIK3C2G,8.178502,4.0092688,2.8739405019304677e-16,3.836482479561148e-14
COL27A1,8.175389,3.7765975,2.9491288731725033e-16,3.919079385184317e-14
BHMT,8.08005,10.078152,6.474006530971816e-16,8.267348470245353e-14
LIPG,8.039969,5.958917,8.986110052490154e-16,1.1352195253006339e-13
FGB,8.027905,-inf,9.915049946690959e-16,1.2419127454504188e-13
MST1,8.011562,1.8190737,1.1326051547821257e-15,1.4156362093847928e-13
ABCA8,8.00767,3.529893,1.1690139287223772e-15,1.4580476691501343e-13
C3,7.98082,-92.284386,1.453640320661057e-15,1.7902888217011803e-13
GOLGA4,7.9493003,-2.31485,1.8756816276090666e-15,2.2908999464179615e-13
PNPLA3,7.9314,3.068249,2.166894182016542e-15,2.6356417457709465e-13
AC011498.4,7.8967667,3.4308636,2.862317502055412e-15,3.4179438406896984e-13
FMO5,7.88626,2.2264733,3.1137792418430138e-15,3.703195635702994e-13
HP,7.8617444,-inf,3.7882109255723374e-15,4.478152152378384e-13
FGG,7.8516264,-994.17,4.106756410125351e-15,4.835294997281589e-13
BAAT,7.8477354,-5.100349,4.2361735064349495e-15,4.97771525596458e-13
A1CF,7.8337264,-15.149906,4.736192670954747e-15,5.521181436417939e-13
APOA1,7.829835,-188.60425,4.8851100921030284e-15,5.672316195702274e-13
AC003681.1,7.809211,26.215414,5.754726247547807e-15,6.642759493983126e-13
C9,7.802206,-4.738511,6.083416223712401e-15,6.981105518322593e-13
PROX1,7.7858624,2.8864148,6.9239287742102e-15,7.930188461824018e-13
IL6R,7.7710752,2.4593136,7.782270674844033e-15,8.844445456140312e-13
ARHGEF12,7.7302155,0.6546802,1.073644933342171e-14,1.203913851921021e-12
ABCC3,7.7173743,3.1077387,1.1875065333505779e-14,1.3215219209517679e-12
TP53INP1,7.702587,2.9688058,1.3333881880412598e-14,1.4699730829585949e-12
ITIH3,7.6675644,-11.3539095,1.7529276261306505e-14,1.903964010153347e-12
NR1I2,7.605303,3.460219,2.842380611379715e-14,3.042380847125888e-12
CNKSR3,7.604524,3.0343394,2.8595370171378555e-14,3.0551895498893926e-12
SFXN5,7.592461,1.7069416,3.138858384994184e-14,3.3414935465570996e-12
SAA2,7.586235,-657.2676,3.293352540796027e-14,3.487044317925578e-12
KANK1,7.5601625,2.590681,4.025656619211954e-14,4.209421051030333e-12
AZGP1,7.537982,-41.15064,4.7730041319292285e-14,4.955674660435162e-12
PPP2R1B,7.523973,2.683029,5.313637844012325e-14,5.5072862654402384e-12
TNRC6A,7.515412,2.0032704,5.673205689600702e-14,5.838839492076806e-12
ABCA5,7.479222,-10.383214,7.476385523934855e-14,7.614789200589011e-12
TTR,7.4430323,-38.99068,9.840003789522218e-14,9.902239710926033e-12
TDO2,7.4313583,0.9252928,1.0748823578735466e-13,1.076161979728158e-11
SULT2A1,7.4157925,-14.711954,1.208995264976322e-13,1.2063313771043404e-11
GABPB1-AS1,7.3959465,-1.0240269,1.4040438731497034e-13,1.3868466914819303e-11
ZNF638,7.3908877,2.475481,1.4585160224021227e-13,1.4358334153647654e-11
ALB,7.388164,-701.39014,1.488701854470098e-13,1.4631031414466555e-11
CAPN12,7.3780465,3.441613,1.606290976836261e-13,1.5681981725762965e-11
AFDN,7.3628697,1.8462175,1.7999771168955196e-13,1.7514818656469296e-11
FGA,7.297106,-338.14276,2.940237662769088e-13,2.828297241947977e-11
SHPRH,7.2873774,8.543505,3.1604694878086594e-13,3.020403226417139e-11
CYP2C8,7.2546897,-7.624153,4.025835747314639e-13,3.8103046695243214e-11
CYP3A4,7.2480745,-5.5835915,4.227383972154714e-13,3.9882386929607056e-11
ORM1,7.2262826,-263.4827,4.963938724206048e-13,4.6532973358918796e-11
AGXT,7.22317,-29.766611,5.078960384556232e-13,4.7460063149019903e-11
FGL1,7.2185,-151.4835,5.2564155352582e-13,4.896284534187503e-11
GOLGA8B,7.204102,3.0703535,5.842767507879239e-13,5.4082346413341324e-11
LINC00472,7.175306,3.96801,7.214579626698768e-13,6.625932958248931e-11
SREK1,7.161686,3.5721374,7.969086037786656e-13,7.296113453258172e-11
GOLGB1,7.134057,-0.26207522,9.745285570507388e-13,8.799155851775612e-11
PNISR,7.1325006,-6.1083283,9.856166627400743e-13,8.885643634840456e-11
MST1P2,7.1091523,3.3174946,1.1675782837715678e-12,1.046199902064417e-10
TENM1,7.1068177,2.3761423,1.1874928830800536e-12,1.0624271432663032e-10
PLG,7.0896955,-10.257341,1.3440745081470116e-12,1.197060004457104e-10
PATJ,7.08775,3.2545123,1.3631015022013481e-12,1.212171985416818e-10
SLC7A2,7.0270443,2.1336625,2.1095437433738047e-12,1.848048216851427e-10
APOC3,6.988909,-134.26936,2.770323243826164e-12,2.394844777739299e-10
BMS1P1,6.9741216,2.7650547,3.0778772563529537e-12,2.6529229001683513e-10
BCO2,6.930149,5.7240734,4.2039732128520265e-12,3.5815904926280577e-10
HLF,6.9114704,2.2184222,4.796553106573965e-12,4.051263721434854e-10
PWWP3A,6.850765,1.6890181,7.345607505848952e-12,6.039607735605137e-10
PRKAB2,6.82158,-1.6467922,9.004476414733951e-12,7.362410090769274e-10
EPB41L5,6.8044577,2.800116,1.0143059061669654e-11,8.270386245990201e-10
HNRNPH1,6.7951183,0.12078305,1.0822361647207507e-11,8.812066807345863e-10
LRP6,6.793951,2.5619855,1.091034707385043e-11,8.871438290574239e-10
SLC38A4,6.7811093,0.6777749,1.1925648861632531e-11,9.643721819839384e-10
ITGA1,6.780331,1.355649,1.1990071913803106e-11,9.682517607209723e-10
MTUS1,6.7764397,0.20806846,1.2317335436519892e-11,9.906031928250356e-10
AMBP,6.7690463,-148.42827,1.296341620741109e-11,1.0383079076602596e-09
SLC25A25,6.7499785,2.3836968,1.4786711968447793e-11,1.1763428832196236e-09
KCNQ1OT1,6.7488112,3.133588,1.4906157119599865e-11,1.184244898287239e-09
ITPR2,6.737915,-3.2852356,1.606753059989557e-11,1.2730760786216047e-09
FAM214A,6.7270193,2.7283814,1.7317373570025967e-11,1.366586839232478e-09
FN1,6.6935534,-0.17323565,2.1781532428468155e-11,1.7028935113730681e-09
NNMT,6.69044,-63.87335,2.224999428259245e-11,1.7326152955240973e-09
ABCG8,6.661255,-11.785984,2.7149890416771497e-11,2.089299410242272e-09
MPDZ,6.657753,1.6460364,2.7804577379580006e-11,2.1368870369920037e-09
TXLNGY,6.6460786,-5.0553055,3.0100426755537425e-11,2.3043070521436776e-09
WASH5P,6.6456895,3.602416,3.0180066970660523e-11,2.307403302029591e-09
FARP1,6.6332374,2.1640818,3.284034046567898e-11,2.497817626892147e-09
PTGR1,6.596658,-0.031430162,4.2052849764547217e-11,3.15369587979477e-09
EP400P1,6.595102,2.9856339,4.2496434673233206e-11,3.1829072636300746e-09
MYO1B,6.5830383,0.8742899,4.609298020904968e-11,3.443519980846135e-09
EGFR,6.550351,2.3677554,5.740203201106254e-11,4.234658677307333e-09
AOX1,6.5445137,-27.713488,5.968922662526348e-11,4.381427395797084e-09
ALOX12P2,6.536342,5.9948034,6.304167802223656e-11,4.604545391028619e-09
H6PD,6.534007,2.1384683,6.403288441229063e-11,4.671147342443061e-09
HGD,6.5238895,0.07470447,6.850715146999324e-11,4.991356444354582e-09
SLC6A1,6.512994,5.9638996,7.366758602123548e-11,5.360705548912401e-09
AFM,6.4304967,-6.4123535,1.2718773490359414e-10,9.07580842881768e-09
UBR4,6.391583,-5.279581,1.6417729294103174e-10,1.1574990701124e-08
RAPH1,6.3799086,2.6338713,1.7719356831501235e-10,1.2418315912743782e-08
TFR2,6.376796,-0.037214555,1.808315215857486e-10,1.2658206511002402e-08
ARG1,6.3655105,-46.623928,1.946410896831276e-10,1.3576446622802988e-08
ORM2,6.349945,-70.40494,2.153917345187698e-10,1.4952961569716957e-08
LONP2,6.3483887,1.2286313,2.1758192888522648e-10,1.5087218084185256e-08
ENPP1,6.3398275,-7.0879307,2.3002246962057302e-10,1.5912365201601803e-08
ZHX3,6.3371034,10.029168,2.3412457840083886e-10,1.6177129026358432e-08
CCT8P1,6.3227057,3.8000948,2.570228485950197e-10,1.7635122490429848e-08
MDN1,6.3133664,23.377338,2.7303036761044326e-10,1.8646517101191178e-08
SAA1,6.3001356,-inf,2.973854824971962e-10,2.0239402722092417e-08
SNHG14,6.2861266,2.5852182,3.254845712877883e-10,2.2049800588851665e-08
C6,6.267448,1.0469006,3.670131424325622e-10,2.480604327784723e-08
TUT4,6.2382627,9.8364525,4.424572257112527e-10,2.956578533214693e-08
LPIN3,6.228534,3.397088,4.708191842913979e-10,3.131878573924813e-08
MYLK,6.226978,1.4609988,4.755187863016121e-10,3.159570084602247e-08
RBP4,6.1962357,-130.96002,5.782945816913536e-10,3.803821455214524e-08
MFSD2A,6.1526523,1.5493913,7.619767160278989e-10,4.951166586375542e-08
C1RL,6.1491504,1.7155298,7.789918253650248e-10,5.0561465004673654e-08
SETBP1,6.1363087,3.0531313,8.446097797040254e-10,5.4699865490842656e-08
CYB5A,6.1215215,-43.188885,9.268604264482561e-10,5.976371665389795e-08
ABLIM1,6.1191864,-0.43411127,9.405420404266568e-10,6.051334417477299e-08
CNTLN,6.07716,1.7242155,1.2232986460725472e-09,7.768672200031376e-08
PBLD,6.0623727,0.9493284,1.341280865924831e-09,8.46315161596943e-08
SLC22A25,6.050309,3.6473267,1.4456801420071061e-09,9.092648499995549e-08
TFPI,6.0363,-4.383478,1.5768764476180595e-09,9.87560813524204e-08
MDM2,6.0281286,2.8637505,1.6586920131059398e-09,1.0354952153928598e-07
ONECUT2,6.0113955,2.3718686,1.8393301499915976e-09,1.1446233184989995e-07
LEPR,6.0001106,1.200059,1.971832309050233e-09,1.2206284756444502e-07
SPG7,5.987658,82.1998,2.1288390256102636e-09,1.3123010831170287e-07
BRWD1,5.976373,-4.079992,2.2816003256345184e-09,1.4049980247918837e-07
SERPINF2,5.9635315,-0.41663682,2.46843639438347e-09,1.5121420451337658e-07
GRB14,5.9436855,3.575293,2.786838435231491e-09,1.6983558869780319e-07
SLC17A9,5.941351,2.734352,2.8268295697579684e-09,1.7209457784038428e-07
RBM33,5.9366813,3.6756153,2.908495286715574e-09,1.7688338587701016e-07
ADGRG6,5.9324007,1.6616355,2.985370651026225e-09,1.8137127990290387e-07
Z83843.1,5.9226723,2.457745,3.1675184261417365e-09,1.9164625873274822e-07
HPX,5.914111,-87.34654,3.3367246362348658e-09,2.010572971700579e-07
CUX2,5.9086633,2.9484448,3.4489491872815595e-09,2.0739493223214034e-07
CALD1,5.907107,-15.508778,3.4816826280244655e-09,2.091496492977554e-07
CELF1,5.9032154,2.1346412,3.564845004000467e-09,2.1392703912895769e-07
AL663070.1,5.894265,4.2582016,3.763524040039854e-09,2.2470452356708542e-07
AC005089.1,5.885315,3.8858182,3.9729656339307056e-09,2.3672923772216665e-07
TNFSF14,5.880256,-3.433035,4.0963190821837355e-09,2.435861660284409e-07
ONECUT1,5.8783107,2.2588673,4.1447485559072435e-09,2.462173032151962e-07
PDE3B,5.8724732,-0.52531147,4.293404434099791e-09,2.547910474147729e-07
APOH,5.858854,-102.023254,4.660731855950264e-09,2.7547920116444985e-07
SLC2A2,5.8502927,-7.3855257,4.907089074899876e-09,2.888803338393557e-07
NRBP2,5.832003,2.9324265,5.476587844352699e-09,3.1984794285420975e-07
INTS6,5.8304467,2.173593,5.527922068658635e-09,3.2220670513062755e-07
SRSF11,5.800094,5.760928,6.627779654949511e-09,3.836552490529771e-07
SOX5,5.7479496,3.2280092,9.033221980390746e-09,5.162968718306827e-07
TEAD1,5.7277145,12.416276,1.0179279016231477e-08,5.801105088921074e-07
RUFY3,5.703977,2.2340386,1.170439155569114e-08,6.625360873880167e-07
PNN,5.6981397,-11.477097,1.2112165625751432e-08,6.843024859769547e-07
FMO3,5.6845202,-17.726845,1.3118051689628118e-08,7.382979951896819e-07
TMEM56,5.6829634,1.0736871,1.3238051358534502e-08,7.443400988318302e-07
FKBP5,5.6794615,1.5769724,1.351196290866878e-08,7.575707204126963e-07
SUGP2,5.6654525,0.37074953,1.4663718426597876e-08,8.198035173540522e-07
AC080128.1,5.6494975,3.3130975,1.609173391427967e-08,8.979340052451604e-07
ITIH4,5.6168103,0.889362,1.945149397904772e-08,1.0721998600623027e-06
CLU,5.6101947,-48.7402,2.0209897638000347e-08,1.1129622768466608e-06
ERBB3,5.5841227,0.24825966,2.348829668745452e-08,1.2874823333244392e-06
GADD45G,5.5813985,1.5317379,2.3859208097245248e-08,1.3029606499859253e-06
UBN2,5.5491004,5.508873,2.871435275294545e-08,1.5551186260955828e-06
DSP,5.5487113,14.55804,2.877832664180762e-08,1.5571508174661899e-06
AC007262.2,5.537815,3.5042253,3.0626808801508796e-08,1.6495885033346961e-06
CROCCP2,5.530811,-9.975187,3.187540348464535e-08,1.7074658809290917e-06
DDX17,5.5280867,-0.7032177,3.2374185514828933e-08,1.732607546598163e-06
BDH1,5.5210824,-2.487343,3.369178477372799e-08,1.7965900087222526e-06
SLC22A7,5.517191,1.9036764,3.444610793429699e-08,1.8318359296224606e-06
TUT7,5.516802,1.7176915,3.452243498840106e-08,1.8342380395010566e-06
RAD54L2,5.5125213,-0.41279465,3.537293420113529e-08,1.872666039946794e-06
NSUN6,5.5008473,-4.872329,3.779706920389537e-08,1.9956174565321262e-06
PTAR1,5.4926753,1.580918,3.958902602612094e-08,2.0883565969155375e-06
MTHFD1,5.484114,-0.30095315,4.155460980499813e-08,2.1783792334997686e-06
SLC30A10,5.4817796,3.2280092,4.2106895112472017e-08,2.2053673623409495e-06
CLMN,5.476721,-11.27552,4.332803686698784e-08,2.2652944319356787e-06
GSDMB,5.4506483,3.3371725,5.0186488704012864e-08,2.6122710786960543e-06
ACADL,5.43625,3.493141,5.441348243732004e-08,2.8148696933963365e-06
HPN,5.4331374,-20.102304,5.5371778214329554e-08,2.861928519295506e-06
ATXN2,5.4315805,0.55106753,5.5857039258402506e-08,2.8844771062650487e-06
CCDC14,5.4276896,-5.323882,5.70882910355017e-08,2.942896403905416e-06
DMXL1,5.4171824,20.632933,6.054548774596934e-08,3.1020999683248174e-06
ENOSF1,5.392667,7.206346,6.941954098560794e-08,3.5352321607463146e-06
ZNF587,5.3914995,2.0775983,6.987213013925105e-08,3.5521349752139116e-06
PER3,5.3856626,2.2139142,7.217829020212786e-08,3.666208752544665e-06
MIA2,5.375545,1.2208108,7.635141115199566e-08,3.8714966188785395e-06
MST1L,5.3518076,3.2265766,8.707998822369225e-08,4.370331548788374e-06
JUN,5.3440247,-28.211224,9.090512743669149e-08,4.554540299743003e-06
DYNC1LI2,5.3350744,1.8199399,9.550526898042989e-08,4.772831226551704e-06
NBPF12,5.326514,8.362444,1.0011578510482812e-07,4.990530287147529e-06
PSD3,5.3206763,2.1674566,1.0338207041212733e-07,5.1402892611165e-06
MGST1,5.3093915,-11.472893,1.0999180521660001e-07,5.450519842677814e-06
AKR1C1,5.306278,-4.9029727,1.1188599818574493e-07,5.535066145541852e-06
MRTFB,5.291102,2.6661944,1.2158146792271175e-07,5.9895405996736745e-06
COL18A1,5.2895455,0.3188862,1.2262064653971225e-07,6.03064115438e-06
PRPF4B,5.272813,-15.182954,1.3434870469145557e-07,6.58543567459283e-06
LINC02532,5.2615275,3.0340583,1.42863401181645e-07,6.973771498808823e-06
PUS10,5.259193,0.774442,1.4468910799918023e-07,7.051198499926938e-06
SLC17A4,5.2416816,2.3904486,1.591197365960061e-07,7.697106732462515e-06
F12,5.233899,-0.17134543,1.65971267765831e-07,8.002234671068363e-06
PAXBP1,5.2191114,2.2127225,1.7978335087104648e-07,8.632826970455552e-06
LINC02605,5.20627,3.5772877,1.9267411091932284e-07,9.214236319919202e-06
FYB2,5.2043242,2.798145,1.9470358909720183e-07,9.303734001746973e-06
LINC01348,5.2012115,3.7957313,1.9799380040787493e-07,9.437971684219915e-06
TRPM7,5.1953745,1.6967365,2.0430837039156202e-07,9.723228589289617e-06
CYP8B1,5.177863,-5.4044185,2.244418338824231e-07,1.0664157191814566e-05
BPHL,5.1681347,1.7994658,2.3644193781357128e-07,1.1216226332864579e-05
F5,5.1622977,-0.0063942713,2.4393707495944055e-07,1.1534598877801017e-05
EWSR1,5.1615195,-0.94541055,2.4495360504743764e-07,1.1573369766567138e-05
HNF1A-AS1,5.157239,3.1513174,2.50618085939079e-07,1.183150498735652e-05
A1BG,5.140506,-2.6019728,2.7399972471638584e-07,1.286312902237132e-05
AR,5.1393385,1.0812645,2.757073612247761e-07,1.293298195641639e-05
MLYCD,5.1331124,-3.589257,2.849897665037923e-07,1.333652428782055e-05
DDI2,5.122995,-6.530901,3.007207883949683e-07,1.4028076713796975e-05
MTMR4,5.1167684,-1.8479279,3.108146974368566e-07,1.4453128940053513e-05
ABCB4,5.1163793,-8.24116,3.1145631188046277e-07,1.447153360726349e-05
CFHR2,5.108986,-11.162019,3.238927572483376e-07,1.5025663214507199e-05
CPB2,5.1047053,-24.404518,3.3131050515258277e-07,1.5333529432651376e-05
BMS1P2,5.0969224,3.3538349,3.452195717928073e-07,1.5927175698622703e-05
DNAH5,5.0941987,23.251892,3.5021961197275634e-07,1.6145206387498958e-05
PPARGC1A,5.073963,-7.9699626,3.896140468583755e-07,1.7877302368318445e-05
ACSM5,5.0685153,0.6029498,4.009304107871305e-07,1.8353633968148034e-05
ZC3H14,5.0513935,2.1303875,4.3859864905380003e-07,1.993845750563491e-05
AC097376.2,5.038552,2.8631597,4.69067279149735e-07,2.1208902245426192e-05
PCSK6,5.0163713,9.538313,5.265659046173482e-07,2.3591274585101437e-05
SAMD5,5.012869,1.8856627,5.362445988275199e-07,2.397017428471989e-05
RESF1,5.00781,-11.627899,5.505283286896282e-07,2.457134398025657e-05
G6PC,4.9969144,1.2824684,5.825497999188919e-07,2.5902346466182147e-05
PTPRK,4.9825163,2.2779908,6.276277118257984e-07,2.780168803249417e-05
KLF9,4.9494395,0.1595197,7.442754585681067e-07,3.274700765762664e-05
SMG1,4.9478827,-7.910619,7.502503733955762e-07,3.298524233143956e-05
ABCC6P1,4.945159,2.975258,7.608178350690745e-07,3.3399959694643114e-05
GLYAT,4.908969,0.83702666,9.155639864169987e-07,3.995496803585524e-05
ARGLU1,4.897295,-4.092922,9.716492379170213e-07,4.218362141310844e-05
SLC25A16,4.8735576,2.0259845,1.09606292955807e-06,4.720206632266539e-05
CCDC82,4.8587704,-4.9668245,1.1811702797347474e-06,5.060807450362778e-05
RBM6,4.851766,-1.590103,1.2236701130871685e-06,5.2238911934330395e-05
RALGAPA2,4.8330874,0.83387315,1.3443179940469746e-06,5.709956732290432e-05
HAL,4.828418,1.9718995,1.3762222299969492e-06,5.841254699345379e-05
SLC1A2,4.823748,20.97223,1.408853980845172e-06,5.9711471455979316e-05
F11,4.803902,2.3382964,1.5560301824016493e-06,6.571269500572819e-05
OIP5-AS1,4.7996216,1.5106863,1.5896579055475906e-06,6.708470315382557e-05
EPHX2,4.780554,1.1385175,1.748130178392059e-06,7.345640514057138e-05
ZXDC,4.778608,-3.46084,1.7651289512825972e-06,7.411778984451249e-05
MUC3A,4.772382,39.06712,1.8205990710089984e-06,7.62837489753023e-05
MYOM1,4.766934,12.259587,1.8705061372367828e-06,7.815237494615288e-05
ZNF605,4.7642097,3.2249985,1.8959500222588568e-06,7.899120864145711e-05
HPGD,4.7498116,-13.0436125,2.0360596035351783e-06,8.470871297534695e-05
GPLD1,4.7369704,2.2113445,2.1693689356115133e-06,9.012755768486224e-05
SERPINC1,4.736192,-38.781567,2.1777121080394847e-06,9.041037503546155e-05
EPB41,4.7295766,-5.293428,2.2498840650571446e-06,9.334085617330098e-05
RNPC3,4.7163463,-5.5765934,2.4011788760726924e-06,9.933759693211482e-05
PLEKHA5,4.7144003,1.953752,2.4242357872201794e-06,0.00010022103988318256
XAF1,4.713233,-9.095122,2.438171799359021e-06,0.0001006558021236084
AGL,4.713233,1.1943867,2.438171799359021e-06,0.0001006558021236084
PIK3R1,4.6887174,-28.842253,2.7492287513957144e-06,0.00011270689177901512
UGT2B4,4.6883283,-4.5182834,2.754460648834993e-06,0.00011284279637920392
C11orf54,4.67393,-0.09064921,2.9548996982387945e-06,0.0001206344973892634
CFI,4.6700387,-1.7975328,3.011429940037973e-06,0.0001227720779570883
RALGPS2,4.666147,1.5568436,3.0689968887121907e-06,0.00012494595217046102
ARHGAP29,4.653306,-2.7078469,3.266552605376541e-06,0.00013253063534012196
GCKR,4.650582,1.9880946,3.3099987669276333e-06,0.0001340162499374345
ABI2,4.644356,2.0627568,3.411394983761265e-06,0.0001376482677820601
ARHGEF26,4.6295686,2.4242241,3.664286635290795e-06,0.00014714635349220265
XYLB,4.6221747,2.567628,3.7973782858920004e-06,0.00015197257626815911
MON2,4.591822,1.7619581,4.393929040678777e-06,0.00017430633600051186
CES1,4.582872,-2.1812327,4.586329993155496e-06,0.00018120620583695574
WDR60,4.570809,-0.4070293,4.858457643820895e-06,0.00019106038843803345
TSHZ2,4.5704193,1.6871643,4.8674884367350784e-06,0.00019116013627124356
ARHGAP5,4.5540757,-0.8577545,5.261639806594465e-06,0.00020567910718075443
ARHGEF28,4.5513515,12.002529,5.330234251545546e-06,0.00020822222321731007
SS18L1,4.537343,-0.39389265,5.696745790496436e-06,0.00022121861786710104
KDM4B,4.503488,1.7343706,6.684718550617571e-06,0.0002577140675015432
REV3L,4.495316,1.6814334,6.9466711918158445e-06,0.0002671133462195942
RALGAPA1,4.4914246,-1.4121635,7.074834524273345e-06,0.0002716865678042869
TUBE1,4.4906464,2.0883603,7.1007371529058295e-06,0.00027250351772592317
MUC20-OT1,4.48909,-3.5537517,7.152814772757355e-06,0.00027396630167353647
DOCK7,4.482085,47.988033,7.391718252063097e-06,0.0002827488326828814
HPD,4.481307,-49.851685,7.418729245985609e-06,0.00028359778617608627
ASH1L,4.4778047,-4.0961814,7.541451083627841e-06,0.0002879151915001109
PECR,4.473524,2.0276787,7.694081565868053e-06,0.0002929822650599303
RPAP2,4.473524,0.43807146,7.694081565868053e-06,0.0002929822650599303
