names,scores,logfoldchanges,pvals,pvals_adj
F2,13.210552,49.23813,7.626328982915402e-40,6.323408270763798e-37
CFHR1,13.207015,46.27039,7.993171014534199e-40,6.535527467022615e-37
BAAT,13.19837,48.38976,8.965442978581282e-40,7.230077097932604e-37
PTMS,13.17597,13.474261,1.2066609799809587e-39,9.599477282632303e-37
ARG1,13.168111,269.31912,1.3390654832931353e-39,1.0510771333528917e-36
ETFB,13.155929,51.225174,1.5733840445511067e-39,1.2187515618779427e-36
PAH,13.148069,125.910484,1.7457548679171502e-39,1.3347089490166576e-36
SULT2A1,13.125277,98.92528,2.3591910576911945e-39,1.7805843277728284e-36
TAT,13.111523,62.113453,2.8286124610568283e-39,2.1078533618027275e-36
HPGD,13.093839,60.673027,3.570927104521709e-39,2.6277559830399126e-36
PRDX6,13.091088,17.092363,3.702646420348076e-39,2.6910468489616204e-36
GCHFR,13.075763,13.195253,4.529997850701039e-39,3.252206993545977e-36
C1R,13.070261,181.91304,4.86983553897764e-39,3.4540628696338996e-36
SDC1,13.065938,24.059988,5.1545334224126746e-39,3.612468840207549e-36
CALD1,13.062795,97.98367,5.371923182645375e-39,3.7205307972039203e-36
ACAA1,13.054542,120.31413,5.986915467403246e-39,4.0982524833259203e-36
C9,13.003848,43.52532,1.1633829572112266e-38,7.8722246771293e-36
A1CF,12.999919,97.77111,1.224735227572734e-38,8.193200323546233e-36
CHCHD10,12.987344,15.166159,1.4435101381946045e-38,9.548251891631052e-36
TM4SF4,12.976733,11.469633,1.6580270044248398e-38,1.0845338861165592e-35
ADI1,12.968088,53.55547,1.856027900713983e-38,1.200707280384969e-35
C8G,12.96573,51.845585,1.9139941207103265e-38,1.2247481944154014e-35
TMEM176A,12.95512,229.862,2.1979273747592745e-38,1.3913116618503064e-35
GSTA1,12.95394,17.339169,2.2319532113251818e-38,1.3978200590501432e-35
SERPINC1,12.9488325,214.22273,2.385552945364117e-38,1.4782894936166902e-35
ACADSB,12.945688,98.60484,2.485252499864221e-38,1.5240293194479863e-35
ALDH2,12.925254,136.59692,3.2422461651541934e-38,1.9677425952848183e-35
LRG1,12.912679,198.23546,3.817844128089024e-38,2.293433508373478e-35
GRHPR,12.894209,232.75847,4.852156898718256e-38,2.8853179457327645e-35
UQCRQ,12.860806,145.17377,7.479229029085432e-38,4.403022129422594e-35
AOX1,12.84666,165.91245,8.980532836897279e-38,5.234494733743989e-35
TDO2,12.835263,23.652582,1.0404874473495545e-37,6.005244708379242e-35
SUCLG2,12.793215,39.859272,1.7891587390897506e-37,1.0225997569923653e-34
PCBD1,12.779461,65.516815,2.1354387972971277e-37,1.208781557662326e-34
C4BPA,12.775139,117.6621,2.2574566896499267e-37,1.2656807173303923e-34
PGRMC1,12.769244,152.92873,2.4350848875154294e-37,1.3523910125286163e-34
GATM,12.7661,9.836256,2.5354310248468917e-37,1.3949609760068833e-34
CES1,12.762564,20.35113,2.653240432005518e-37,1.4462617058533784e-34
ACAT1,12.755883,118.65044,2.8908119453162125e-37,1.5613036625758297e-34
NFIC,12.739378,8.930472,3.5723165296730463e-37,1.9118388554713838e-34
ALDH6A1,12.732305,23.572878,3.911222686099918e-37,2.074357473249569e-34
HMGCS2,12.72916,17.698776,4.071928122259783e-37,2.1403072192627985e-34
SERPINF1,12.708726,50.365177,5.288898615113793e-37,2.755375765236717e-34
PROC,12.707547,83.455025,5.369224668641265e-37,2.7726864582711514e-34
FBP1,12.702831,22.75341,5.702836447781913e-37,2.9193563624427933e-34
HSPD1,12.701653,26.89349,5.789409261397504e-37,2.9381252001592332e-34
DHCR24,12.663534,20.090534,9.416266801699245e-37,4.737911338598586e-34
TFR2,12.654496,13.3849125,1.0565149863519537e-36,5.252858653741199e-34
HSD17B10,12.654103,5.5004973,1.0618144722187919e-36,5.252858653741199e-34
ADH1B,12.645064,58.946125,1.1912660055950986e-36,5.844152479115287e-34
CFI,12.623058,5.521002,1.575807978924755e-36,7.666761629694241e-34
CRP,12.617557,inf,1.689834870174668e-36,8.154145803867435e-34
PON1,12.61009,11.975963,1.8578061816694543e-36,8.891792676006566e-34
HGD,12.583761,11.634088,2.593808377443563e-36,1.231431445000827e-33
GPX2,12.577867,14.869248,2.794766854462814e-36,1.316223397777807e-33
MSMO1,12.560183,11.132568,3.4952535191645624e-36,1.6330601164541095e-33
C11orf54,12.554681,10.989678,3.7468847776770616e-36,1.7368433611169185e-33
DBI,12.531889,21.92209,4.9958671255930004e-36,2.2977085756535934e-33
SELENOP,12.525601,39.71177,5.408013597682355e-36,2.4679826395004666e-33
PRDX2,12.510275,11.357073,6.55966780645841e-36,2.9705203366631276e-33
DSP,12.493771,4.729545,8.07350434961426e-36,3.628146572990775e-33
CES2,12.489448,11.137951,8.524350287971684e-36,3.801731071612826e-33
SLC22A1,12.484732,18.145618,9.04475226271124e-36,4.003492975231659e-33
ATF5,12.474122,33.896065,1.0333946459296465e-35,4.539995731781962e-33
C4BPB,12.469799,51.62352,1.0910100534260359e-35,4.7576119885326467e-33
UBB,12.467834,20.185686,1.1182433763201311e-35,4.8405137914680966e-33
C5,12.448579,20.876373,1.4235818997352622e-35,6.1172457253587514e-33
UGT2B7,12.447006,33.191338,1.4518918243800634e-35,6.193686355163358e-33
NUPR1,12.433252,32.823334,1.7247138106053936e-35,7.30459726836975e-33
SLC2A2,12.431288,48.916843,1.7676392260467697e-35,7.432922945526667e-33
MYO1B,12.405352,10.110177,2.444378499965215e-35,1.0205713637798027e-32
ITIH1,12.393562,225.79327,2.831789970883796e-35,1.1739963069431623e-32
CPS1,12.37863,33.36204,3.411187085419781e-35,1.4043117742563812e-32
C6,12.366447,10.0700245,3.96996203008175e-35,1.62299767160356e-32
ASGR2,12.350728,11.177859,4.827243650628286e-35,1.9598609221550842e-32
MT1X,12.347585,46.944885,5.019598695127444e-35,2.0239984601517305e-32
ITIH2,12.336188,11.395441,5.782940021156231e-35,2.3159297894249478e-32
LBP,12.329901,351.68945,6.252367913166269e-35,2.4870060746493125e-32
SEPHS2,12.3133955,7.169126,7.672553572942125e-35,3.031431066034248e-32
SAA4,12.310252,33.601185,7.977357573848989e-35,3.1308469358166e-32
SHMT1,12.307108,8.817652,8.294188928755125e-35,3.233635114144465e-32
SLC38A4,12.305536,13.422695,8.457261448196081e-35,3.275519614837521e-32
PRG4,12.276457,8.24169,1.2119099250060493e-34,4.6630808683075894e-32
MPST,12.271741,23.462255,1.2846128663646202e-34,4.910724639148389e-32
KRT8,12.270169,52.697453,1.3097973582574093e-34,4.974694869717012e-32
FTCD,12.269383,9.41753,1.322572936731661e-34,4.991017229832877e-32
COL18A1,12.25445,9.931401,1.590244475440709e-34,5.962910335617486e-32
FMO3,12.246198,106.55753,1.7605874491876988e-34,6.559859692005053e-32
METTL7A,12.212009,13.383912,2.681839332787569e-34,9.929552296931081e-32
ABAT,12.190395,75.13201,3.497196694216439e-34,1.286749808678261e-31
EHHADH,12.188824,10.03419,3.5653053232324797e-34,1.3036616421037025e-31
EPHX1,12.180964,12.122588,3.926124595526173e-34,1.426734289744604e-31
GJB1,12.178999,8.940563,4.021858166475211e-34,1.45255699546255e-31
EBP,12.167996,-6.6283984,4.6024272870529495e-34,1.6521030145658971e-31
CYP8B1,12.165245,36.464947,4.760130068441408e-34,1.6983567098736103e-31
SERPINA10,12.158565,8.729304,5.165826338400074e-34,1.8320011839856165e-31
CYP2C9,12.151491,16.631826,5.632863997828642e-34,1.985668883545941e-31
BNIP3,12.147562,7.422785,5.9102108184430015e-34,2.0710363742960686e-31
AKR1C3,12.132628,9.415228,7.093528087369424e-34,2.4709822396653134e-31
MPC1,12.123983,76.97968,7.883249870928668e-34,2.7299230582445335e-31
HRG,12.113766,401.25485,8.929801536424234e-34,3.0742538973642964e-31
SERPINF2,12.100012,12.447707,1.0559582782556278e-33,3.6142013860993496e-31
PON3,12.097654,8.434398,1.0867243869727202e-33,3.698003737634916e-31
SLC27A5,12.092153,26.616768,1.1620182380518049e-33,3.9314950387419398e-31
DPYS,12.075647,6.4262643,1.4204147925057735e-33,4.778275361989422e-31
F9,12.067788,10.043341,1.5627832799154114e-33,5.22733248230797e-31
UGDH,12.037922,108.9948,2.2453977177112593e-33,7.468167437382024e-31
SERPINA4,12.032814,10.441877,2.3887873060333988e-33,7.89379851116314e-31
PXMP2,12.032421,8.908656,2.4001867394227994e-33,7.89379851116314e-31
QPRT,12.009628,56.7719,3.162633829153301e-33,1.0343569640125267e-30
SLC9A3R2,11.999804,15.069202,3.561388866823672e-33,1.1583368098890033e-30
GLUD1,11.9911585,7.6605473,3.953365617982903e-33,1.2787617248937007e-30
ASGR1,11.989194,59.605885,4.048263317880361e-33,1.3023019755388899e-30
ALDH8A1,11.969938,128.50676,5.106672260058495e-33,1.6338575866828458e-30
MRPL41,11.965615,6.4905467,5.379725494372833e-33,1.711915891101236e-30
SMIM14,11.952254,5.5791225,6.318763493189421e-33,1.9999226174411893e-30
F5,11.939286,8.55141,7.385423130936177e-33,2.325025987797929e-30
HAMP,11.93182,240.75432,8.078787449140689e-33,2.5297777506963423e-30
CAT,11.92789,11.396993,8.469299093431406e-33,2.6380298287317824e-30
F12,11.923568,10.796794,8.920540992443711e-33,2.7639592011850594e-30
IDH2,11.921995,92.18616,9.090482022958701e-33,2.8018674172333964e-30
PRXL2A,11.9204235,62.52305,9.263637785761312e-33,2.8403664398321274e-30
ZNHIT1,11.903132,52.877758,1.139862345098265e-32,3.476875453675382e-30
KHK,11.885449,8.385627,1.4087597079253974e-32,4.2749321652354715e-30
CYP4A11,11.883877,8.508483,1.435511893974042e-32,4.3337735999103516e-30
ADH4,11.881912,13.9250765,1.4696625857372428e-32,4.41423655216079e-30
ACSL1,11.879162,119.458534,1.5188329862870303e-32,4.5387663910008866e-30
AK3,11.865801,7.142759,1.7819016774050088e-32,5.2961945955324054e-30
HAO1,11.865407,4.1938906,1.790288303908525e-32,5.2961945955324054e-30
GNMT,11.864621,11.445756,1.8071793276407714e-32,5.317876733696483e-30
C2,11.864228,68.55947,1.8156840894734043e-32,5.317876733696483e-30
SERPIND1,11.844187,9.136244,2.306443909443158e-32,6.72179965093657e-30
PBLD,11.83397,6.9178214,2.6052306577854377e-32,7.555168907577769e-30
CFH,11.810784,234.7311,3.4334357122418203e-32,9.908154920572352e-30
TMEM56,11.8013525,7.0499806,3.840859676467384e-32,1.1029824836762679e-29
AL591485.1,11.79035,12.938529,4.3771966671487945e-32,1.2509008145390754e-29
HDLBP,11.760877,6.5803647,6.208617802695438e-32,1.7657069084284082e-29
RPL13A,11.758912,64.7812,6.354794774398576e-32,1.7985902325425198e-29
ALDH1L1,11.757733,16.618238,6.444135932650923e-32,1.8151496763404775e-29
SELENBP1,11.753017,44.319515,6.814144691663725e-32,1.9102318952297307e-29
NTHL1,11.741228,28.610065,7.834044572409053e-32,2.1857355638754546e-29
BHMT2,11.735726,118.741615,8.360528130518518e-32,2.3216240143567222e-29
ETFA,11.719615,9.948002,1.0113091886322473e-31,2.7951066636047134e-29
MPC2,11.710183,8.598794,1.1303492090935895e-31,3.1095167261373653e-29
ADH1C,11.703503,9.0727215,1.2229881286849638e-31,3.348712145845759e-29
HINT1,11.697215,85.62833,1.3170490110499054e-31,3.589568300023515e-29
PIPOX,11.6952505,127.823235,1.3478904458360656e-31,3.6566963385423586e-29
ISOC2,11.687391,2.0607214,1.4785927734320103e-31,3.992878741832223e-29
TTPA,11.675995,6.361288,1.6907622393981596e-31,4.5449850700168787e-29
LMAN1,11.67403,82.096695,1.7302833048404603e-31,4.6300808252708135e-29
PCK1,11.640627,189.37402,2.5612502270027183e-31,6.822660672563349e-29
FMO5,11.624123,9.025635,3.1077053330552984e-31,8.241018601665109e-29
GOT1,11.622944,76.80647,3.150898898302477e-31,8.318090499689095e-29
ACO1,11.612726,6.3860235,3.5510997302241673e-31,9.332733978495389e-29
AKR1C4,11.602116,10.511641,4.020137163306562e-31,1.0518465546838103e-28
IGFBP2,11.595435,12.951931,4.346494683765974e-31,1.132204168288951e-28
FAH,11.585218,108.26336,4.897183306317635e-31,1.2700316354313622e-28
VKORC1,11.547886,64.66865,7.56587592141484e-31,1.9535224363758405e-28
ECI2,11.544742,80.04945,7.847660959388546e-31,2.01743144401399e-28
C8B,11.543956,102.18558,7.919719873723781e-31,2.0271039520266045e-28
ECI1,11.505445,43.47096,1.238492540375918e-30,3.142674821203892e-28
ASL,11.505445,-1.1749511,1.238492540375918e-30,3.142674821203892e-28
P4HB,11.502694,69.28072,1.2786131929234103e-30,3.230556165982883e-28
HPN,11.493655,117.21051,1.419742254024465e-30,3.571804551043601e-28
MASP2,11.4791155,43.031578,1.6799003478087858e-30,4.208329084063968e-28
CERS2,11.475972,-0.9392329,1.7420929450812983e-30,4.345636088005764e-28
ACSM2B,11.459074,14.445606,2.1176674130784976e-30,5.260214371642664e-28
PHYH,11.451608,7.48867,2.3082471667760627e-30,5.709517256643143e-28
RGN,11.449643,24.086723,2.3611679755215678e-30,5.815981536357937e-28
AKR1C1,11.449249,36.055798,2.3718957621657434e-30,5.818062646612388e-28
PRDX4,11.444534,6.3392105,2.504465103719831e-30,6.1177535541903095e-28
MAOA,11.440997,7.2049747,2.6086945595373983e-30,6.346026806610191e-28
SAT2,11.435888,4.579985,2.766892537341478e-30,6.703167229353614e-28
ATP5F1D,11.428422,11.351314,3.0153811583722963e-30,7.275224950548241e-28
AADAC,11.422527,7.7561383,3.22709702337388e-30,7.754253133306951e-28
ALDH4A1,11.416633,5.5554414,3.453558757327625e-30,8.264674961133224e-28
CMBL,11.404844,7.8444595,3.954864100662609e-30,9.426026299838372e-28
MTTP,11.402093,20.673464,4.081859420689739e-30,9.68947839096794e-28
RRBP1,11.386374,62.045193,4.889140155347234e-30,1.1559183973706493e-27
PC,11.372227,41.039333,5.750139961772627e-30,1.3540429581982182e-27
RDH16,11.369476,128.11903,5.9342551623905334e-30,1.391831081314465e-27
EEF2,11.358473,13.763021,6.731080718542049e-30,1.5724552456371842e-27
LINC00844,11.348256,10.214299,7.565683666236646e-30,1.76044188708044e-27
APOF,11.34747,182.82692,7.63398303046279e-30,1.7693408700919073e-27
C8A,11.345112,7.5192447,7.842574030614952e-30,1.810558169342362e-27
EI24,11.340396,48.294174,8.276873372222078e-30,1.9033575602449757e-27
MT-TP,11.337253,8.091884,8.579581581423928e-30,1.9652917031067185e-27
NDUFB10,11.330179,38.5371,9.301437561160852e-30,2.122386159788912e-27
AKR1D1,11.325463,8.178227,9.815838496333368e-30,2.231113560923341e-27
AR,11.316818,6.932873,1.0833304361513153e-29,2.4529101067779974e-27
PCYOX1,11.309352,6.6277184,1.1795805978555879e-29,2.6606095707187147e-27
EDF1,11.303457,81.94034,1.2615221023244745e-29,2.834572754345107e-27
CYP3A4,11.295991,47.301964,1.3734679777872585e-29,3.0743748993283614e-27
SLC27A2,11.294418,3.6217341,1.3982630507620453e-29,3.1180206741803636e-27
HMGCS1,11.280664,91.46065,1.6350609795656297e-29,3.632303391208627e-27
BLVRB,11.277914,37.00902,1.6869926250861876e-29,3.733581046572325e-27
NUDC,11.27477,4.3314667,1.7483497264168928e-29,3.854881962328183e-27
PPIB,11.257086,1.9290372,2.1370836294324248e-29,4.694407211368912e-27
HSD11B1,11.251978,7.43377,2.2645690770822453e-29,4.955954705123858e-27
GPT,11.248834,6.4629602,2.3467431236267505e-29,5.116769173626178e-27
COX4I1,11.246869,64.25819,2.399597379951998e-29,5.212704714309008e-27
FASN,11.244118,3.482743,2.4755832677346597e-29,5.357999521012479e-27
PTPRF,11.230364,6.3649387,2.892840008606553e-29,6.238149864713106e-27
NUCKS1,11.228399,-0.24055089,2.9578871372992006e-29,6.355139261781166e-27
IGFBP4,11.225649,7.285279,3.051398021898876e-29,6.532210965424976e-27
COBLL1,11.205606,5.6453757,3.827219111699736e-29,8.163347431368242e-27
ECHDC2,11.202463,14.030271,3.965523032049688e-29,8.427810140677442e-27
TMEM205,11.197747,7.436128,4.182329207002212e-29,8.856608648065475e-27
CLDN1,11.184386,23.523502,4.862576269130474e-29,1.0260210213753085e-26
NNT,11.1836,6.280433,4.905846157816711e-29,1.0314541546809636e-26
ATP5IF1,11.174562,19.22078,5.431765681622216e-29,1.1379645753633445e-26
CYP27A1,11.170239,6.7606277,5.702701943062634e-29,1.1904895864826144e-26
DSTN,11.169454,9.566668,5.753384252029e-29,1.1968259043001669e-26
IDH1,11.159236,129.42235,6.454377231751214e-29,1.3379196747647672e-26
GOLIM4,11.1435175,5.6761055,7.701642640041192e-29,1.590862113049912e-26
PROS1,11.135657,6.4905334,8.412168083383823e-29,1.7315536191216982e-26
TFPI,11.128584,21.776731,9.10704121480205e-29,1.868054063816713e-26
DHTKD1,11.1258335,7.0023975,9.392392435908442e-29,1.9198963288261457e-26
LEAP2,11.124262,93.75655,9.559414569509646e-29,1.9472759021004598e-26
LEPR,11.110508,7.0347457,1.1152383780047718e-28,2.2639339073496868e-26
ATP5ME,11.101469,22.886284,1.2339856286741104e-28,2.4963826103108207e-26
MT-RNR1,11.086536,386.9909,1.4582549296538965e-28,2.939981770846743e-26
ACSM5,11.0861435,6.609152,1.464672963063749e-28,2.94284291247655e-26
MGMT,11.084571,5.8485236,1.4906265273795728e-28,2.9848021655386206e-26
GHITM,11.077105,75.70127,1.620272886736848e-28,3.233405587871127e-26
NADK2,11.065709,6.109575,1.8400260332561616e-28,3.6595382627631835e-26
POR,11.057456,55.676914,2.017378424349949e-28,3.998756492979175e-26
AK4,11.055491,7.3103786,2.0620450190686113e-28,4.0735768547842e-26
C3P1,11.053527,8.357178,2.1076924992213316e-28,4.1498280076642075e-26
FNDC4,11.041738,7.8371754,2.403404991241537e-28,4.7162817278129764e-26
ETNK2,11.031127,118.11143,2.704540519315791e-28,5.289578085452512e-26
SLC37A4,11.014623,5.9868608,3.2489648714402173e-28,6.333329866943232e-26
PARK7,11.0067625,21.956972,3.5451372836885286e-28,6.887862438638404e-26
PCK2,10.99851,6.419406,3.884962729634468e-28,7.5232814438678e-26
ATP5PF,10.996939,19.82632,3.9532627659180184e-28,7.630445214085041e-26
HADHA,10.993794,97.907135,4.09345611495098e-28,7.875220963632816e-26
ALKBH7,10.99183,6.3803697,4.183569727427879e-28,8.022369702074242e-26
AURKAIP1,10.979255,-0.413356,4.808743460895204e-28,9.191257387756515e-26
PLA2G16,10.972181,3.737446,5.20025036387938e-28,9.90740255409641e-26
HAAO,10.968251,7.1637797,5.431249332715283e-28,1.03141176844177e-25
GPAM,10.959606,7.4495196,5.975887214004227e-28,1.1311912549467164e-25
NFIA,10.959213,8.29537,6.001891100592296e-28,1.1324722086277835e-25
OCIAD2,10.956856,26.169804,6.160288166995675e-28,1.1586458926231162e-25
AIG1,10.949781,6.059872,6.660784876016033e-28,1.2487911007995664e-25
MT-RNR2,10.943494,inf,7.139409849616174e-28,1.3342763741171562e-25
BHMT,10.941136,9.48982,7.32755796880094e-28,1.3651054988079473e-25
RPL3,10.923059,113.69751,8.94313179023792e-28,1.6608270299410295e-25
AFM,10.908913,46.696392,1.0449869064413327e-27,1.9345402258553854e-25
PROX1,10.906948,7.6459103,1.0678146263838885e-27,1.9706033559629943e-25
SC5D,10.90459,5.7278714,1.0958615507675256e-27,2.0160427966776324e-25
CD81,10.901839,68.38405,1.1295075134999535e-27,2.07146751774898e-25
CHP1,10.897516,152.95029,1.1844610725730006e-27,2.1655038305084645e-25
UGP2,10.888085,39.201225,1.313733874801997e-27,2.394412173671627e-25
SLC25A1,10.885334,4.910948,1.3540081348065698e-27,2.4601993486439127e-25
IVD,10.880226,4.688663,1.4320789614293904e-27,2.5860886030474912e-25
F10,10.8649,6.9725366,1.6940903920612856e-27,3.0498807761666017e-25
ECH1,10.864507,55.541565,1.7013993581248733e-27,3.0537006162442466e-25
FN1,10.85429,20.122656,1.9028069561480453e-27,3.404809893873417e-25
SERPINA11,10.836999,82.63375,2.298893842493925e-27,4.1010872881096173e-25
TMBIM6,10.819315,75.58224,2.7885366056753667e-27,4.959551358794829e-25
ACMSD,10.799666,5.918971,3.454564351857877e-27,6.125608535960036e-25
UGT2B15,10.767443,7.523754,4.904345557544503e-27,8.67023492410345e-25
IGFBP1,10.76705,14.291534,4.925317717259736e-27,8.681241138176068e-25
ITIH3,10.761941,83.54125,5.206185543591798e-27,9.148899789589527e-25
SCD,10.745437,35.956707,6.226688745716981e-27,1.0909677573224962e-24
MT-ND4L,10.745043,116.77856,6.253261929344441e-27,1.0923724919302885e-24
HAO2,10.728146,12.912729,7.508801331671749e-27,1.3078199242470884e-24
MT-TE,10.723823,7.4007196,7.868262817707652e-27,1.3663853453641578e-24
LINC01554,10.720286,8.739744,8.175017816388154e-27,1.4154802907375606e-24
FUOM,10.713606,5.914663,8.78715262344258e-27,1.5170078444048819e-24
HSD17B4,10.712819,42.59177,8.86209200367048e-27,1.525471801918366e-24
NDUFB7,10.70889,10.758756,9.246400220676033e-27,1.5869842011405192e-24
CRYL1,10.698279,3.3038247,1.0368545427051983e-26,1.774407759565553e-24
HABP2,10.695136,7.5303006,1.072624780914296e-26,1.8303020536934672e-24
SLC7A2,10.680595,6.688841,1.2546386679739679e-26,2.1346987972146675e-24
MRPL34,10.64405,47.23157,1.858718469286535e-26,3.1533935529365514e-24
MST1,10.641298,5.608961,1.9144249435715143e-26,3.238568862875145e-24
RPL37A,10.64012,32.601562,1.9388028944353464e-26,3.2704104984357834e-24
TM7SF2,10.638155,62.714787,1.980118530497461e-26,3.3305593682967296e-24
CISD3,10.624008,6.1477146,2.3044978900658507e-26,3.865122244677397e-24
MTDH,10.614969,6.4780307,2.538776493011322e-26,4.24595943589706e-24
SLC13A5,10.60711,1.283433,2.7615918015980914e-26,4.605521511616987e-24
MT-ND1,10.596499,476.7986,3.0934247950151216e-26,5.144347957133904e-24
MTHFD1,10.595714,3.5395827,3.119521691773803e-26,5.173133577316163e-24
PCYT2,10.58589,6.1376023,3.4647440826420636e-26,5.7294798917173674e-24
NR2F6,10.583924,6.508872,3.53820347498408e-26,5.8345669067874734e-24
QDPR,10.582746,53.350407,3.583018021203168e-26,5.891962874531578e-24
SLC9A3R1,10.565062,55.0589,4.3268315963946087e-26,7.095280670745143e-24
RPLP0,10.557988,73.258064,4.6655268046731875e-26,7.629432305308627e-24
MGLL,10.553272,3.0556965,4.90579260263123e-26,8.000111094650985e-24
DECR2,10.547379,5.8470674,5.223436719185457e-26,8.494577891117345e-24
ACSM2A,10.546199,128.24054,5.289370309204052e-26,8.578105512475002e-24
