names,scores,logfoldchanges,pvals,pvals_adj
ARPC1B,4.630862,-2.710086,3.6414607296109182e-06,0.00031113612939360634
OAZ1,4.629886,-7.3285713,3.6586715928111498e-06,0.0003117018765105534
NR4A1,4.629886,-12.260745,3.6586715928111498e-06,0.0003117018765105534
ANXA1,4.610035,-5.693558,4.026016369758667e-06,0.0003381049695972792
DUSP2,4.5885563,-14.840195,4.463216909689177e-06,0.00037322383447926396
RPL39,4.5810714,3.6597238,4.625995546256416e-06,0.0003851942826140244
GPX1,4.5696816,-16.786095,4.884659704200951e-06,0.000406158074556935
TPP1,4.563173,-5.2479067,5.03862826972168e-06,0.0004177803468148103
PIM3,4.535186,13.0897665,5.755275010450907e-06,0.00047057366647950685
CHST15,4.533559,18.253658,5.799810367523566e-06,0.00047290143536857666
RNASE2,4.5218434,1.9148911,6.130341789011028e-06,0.0004964143344141392
FAM49A,4.4977617,1.8542604,6.867264516146482e-06,0.0005492878560673144
FAM49B,4.4954834,3.4878309,6.941201775932767e-06,0.0005544485054941139
CCL20,4.4915786,4.496497,7.069726118777561e-06,0.0005624253738005879
FCGR1A,4.48149,1.4845607,7.412367159034679e-06,0.0005849410920273077
LTA4H,4.433652,1.0193152,9.265015031430553e-06,0.0007046917763569982
PRKCB,4.4001327,-3.013851,1.0818469125802594e-05,0.0008031314973972241
PPP1R15A,4.3867903,-3.630626,1.1503570014341388e-05,0.0008486405598299217
TGIF1,4.3441586,1.7202466,1.3981033248239689e-05,0.0010148747562563137
CR1,4.332443,4.301362,1.474635970314676e-05,0.0010664842699315109
LPCAT1,4.332118,1.1724975,1.4768178723783458e-05,0.001066751756403843
ARRB2,4.3301654,0.1329247,1.4899740712965094e-05,0.0010723077454428546
WIPF1,4.317148,-5.28898,1.580580502333176e-05,0.0011264984766628822
THEMIS2,4.302504,5.2626886,1.6887872942204903e-05,0.0011935042978482625
EFHD2,4.2992496,-0.81695217,1.713774086072264e-05,0.0012068167517592604
TNFAIP2,4.298599,5.090411,1.7188135409742537e-05,0.001208919392558594
CD52,4.2937174,-6.90495,1.757062089542706e-05,0.001232875389885329
SLC7A5,4.291439,1.9343616,1.7751876777621768e-05,0.0012426313744335238
LY86,4.274517,1.6481466,1.9155216073592055e-05,0.0013266677297086638
RNF130,4.2654047,-3.4449348,1.995400036748978e-05,0.00137110198889368
CTSC,4.256293,-16.432774,2.078444159133904e-05,0.00142073005581331
IGSF6,4.2514114,3.849522,2.124275260588782e-05,0.001442400052951114
CSF3R,4.244252,16.978933,2.193238015713827e-05,0.0014772988785477462
CCL3,4.2188683,-125.15632,2.4553145251082246e-05,0.0016233162879603252
AOAH,4.1879525,-2.1002922,2.8148220777158283e-05,0.0018330594658753409
GNAI2,4.1856747,-6.721219,2.843203483351685e-05,0.001849496011767002
IVNS1ABP,4.1697288,17.055052,3.0496257543026026e-05,0.0019728732764372993
PPP1CB,4.160942,-16.868813,3.1693756210192206e-05,0.0020436050691062598
STX11,4.155084,-3.9825196,3.251676613935544e-05,0.0020898057015544267
GRB2,4.154108,-7.0067053,3.265589329283159e-05,0.0020964584930741503
CARD16,4.14825,1.3455338,3.350260543227863e-05,0.0021322144668089113
GSTP1,4.130677,-14.099332,3.616963823829958e-05,0.002282215008669556
RGS10,4.1196127,2.0340822,3.795101614196828e-05,0.0023793145050880434
RPS24,4.103992,1.0106531,4.060817873088055e-05,0.002529739134271892
SIRPA,4.097158,3.6008968,4.18253759222418e-05,0.002591852505834079
FERMT3,4.0857677,-1.2929686,4.3931298805813056e-05,0.002710938742870246
RHOA,4.076005,-28.056705,4.5816053094307186e-05,0.0028037328956984037
MYO1G,4.0740523,-2.4512916,4.6202093762338174e-05,0.00281856710858948
IFNGR2,4.0476923,0.013739017,5.1725030473749945e-05,0.0031040290968294185
GASK1B,4.0437875,0.58259726,5.2594619220326556e-05,0.003143396176142766
AC112496.1,4.040533,4.023642,5.33298409083746e-05,0.0031808791634002154
RPL26,4.0317464,-1.3394895,5.536389007102317e-05,0.003275650460785059
FTL,4.017753,-95.376396,5.875573308183115e-05,0.0034451693292105578
DSE,3.9608028,0.23421006,7.469818864465203e-05,0.0042202325964593715
BTG2,3.9523418,8.504997,7.739013048842771e-05,0.004347287196425323
CFL1,3.9289107,-51.72181,8.533149838171667e-05,0.004723255300433478
PKM,3.9282598,-4.243482,8.556271753741346e-05,0.004725213115785676
MX2,3.9080832,-0.78126925,9.303124720626922e-05,0.005099394341744013
PABPC1,3.8879066,-23.35697,0.00010111250418997793,0.005461002863911927
HMOX1,3.886605,1.0507911,0.00010165600245226008,0.005485324348638452
RASSF3,3.874564,-0.58442354,0.00010681575968453933,0.0057322185712204475
TRPS1,3.8732624,-7.9123354,0.00010738813998444806,0.005747218000804052
PLXNC1,3.8589435,1.8608941,0.00011387830356383674,0.0060342175794807105
GPSM3,3.8355124,2.6859503,0.00012530274423501442,0.006586225493852947
ARPC5,3.8293293,-16.36256,0.00012849296593741227,0.006723894137542631
EZR,3.821519,0.6346508,0.00013263218885906805,0.006876313911572304
GMFG,3.8023186,-4.7457695,0.0001433481814423744,0.00736379357898131
SEMA6B,3.7922304,1.839332,0.00014930032766082916,0.007609792458348928
FABP5,3.7723792,2.05109,0.00016169829228981355,0.008156965267439009
SAMHD1,3.751877,-4.2327657,0.0001755155129940188,0.008749024767110827
GABARAPL1,3.7466702,-6.549347,0.00017919742289572373,0.008872457767763882
TET2,3.73886,4.8293447,0.00018485670099857164,0.009083901492308775
CD86,3.738209,0.83296734,0.00018533581437746066,0.009099849368141042
TLR2,3.7251918,8.547434,0.00019516672098191567,0.00951114641076604
FPR3,3.6838622,0.9694307,0.0002297263606370102,0.010941740170469895
DENND3,3.6819098,1.318985,0.00023149337499608102,0.010999204992751645
PLA2G2A,3.6809335,-363.2346,0.00023238165782015123,0.011032506609574437
ETF1,3.6672654,-16.599276,0.00024515829389649274,0.01152753095981352
UPP1,3.6672654,-0.35239154,0.00024515829389649274,0.01152753095981352
SLC16A6,3.6259358,2.3071077,0.0002879168199523674,0.013262647253987377
RPS13,3.623007,-12.987307,0.0002911979469347222,0.013382375594103898
REL,3.5982742,-25.94859,0.0003203356120699742,0.01447987963988729
IRAK3,3.597949,1.9587181,0.0003207365899509602,0.01447987963988729
RPS3A,3.5959964,-35.16591,0.00032315234022838984,0.014577761125858475
HCK,3.5885115,8.026219,0.0003325713744032769,0.014945402145893827
MSN,3.5878606,-18.384277,0.000333402447509175,0.01497132119364236
HLA-DMB,3.580701,0.48524553,0.0003426734141092761,0.015305905833545588
F13A1,3.576796,0.846536,0.0003478314097609836,0.015477577545449058
AC009951.1,3.5660567,2.6835544,0.00036239282646512237,0.015992552994004313
CSF1R,3.5647552,2.1411235,0.00036419607528313244,0.01603606802686463
ARHGAP4,3.5611753,0.96295536,0.000369198363496029,0.016183698927037398
POU2F2,3.5595481,1.2867953,0.00037149330119752626,0.01626008226133708
YBX3,3.5409987,3.3401456,0.00039861546628529716,0.017263374586817266
CAP1,3.5383954,-9.5490675,0.00040256687382857106,0.01738746284834041
CLEC12A,3.531236,-0.090037994,0.0004136227379414116,0.017760737113501752
NDEL1,3.5286324,-15.862364,0.0004177128887325579,0.01791023871790654
GNG5,3.5266798,-6.760108,0.00042080525619219225,0.01801658576875226
FPR2,3.5234256,2.7394223,0.00042600675310693243,0.01821279415788316
LAIR1,3.491859,0.20311444,0.00047967158225472163,0.02021350468671114
LY96,3.4905572,2.048363,0.0004820144670491693,0.020283196336801
SH3BP5,3.4794927,-0.7653787,0.0005023643019763982,0.02095973526389126
CYTIP,3.4651737,0.97291875,0.0005298891743255828,0.021952551507774146
RPL34,3.4641974,-2.8520005,0.0005318161358649915,0.022016888831485268
MICOS10,3.4619193,0.34329343,0.0005363378016472245,0.022188479538279765
PARVG,3.4459734,17.407015,0.0005690065200244951,0.023197655009585892
BLVRA,3.4355595,1.0726514,0.0005913314185226704,0.023872270309719223
IL1A,3.4150574,2.327696,0.000637685435274715,0.02548577160531057
PRNP,3.4127796,1.0575832,0.0006430394528513762,0.02568231518952545
JUND,3.4118032,-4.6847234,0.0006453468061564019,0.025756994222662633
PYCARD,3.4059455,-0.98704976,0.0006593534158463267,0.0261564256003189
FOSB,3.4059455,6.963801,0.0006593534158463267,0.0261564256003189
DUSP4,3.392603,2.0925174,0.0006923192749112086,0.027243874140389607
NFE2L2,3.3808875,-30.24845,0.0007225213927923342,0.028337664486132386
RF00017-71,3.3799112,1.0740701,0.0007250927083775458,0.02840067048714978
C1QC,3.3694973,2.4029596,0.0007530540534768128,0.029262239028501627
ATP6V1B2,3.3681958,6.9721084,0.0007566187760356687,0.029381363684181937
EPB41L3,3.3603854,0.7894388,0.0007783382510362593,0.03012542592932583
ZFAS1,3.3584328,0.2828749,0.000783857827050022,0.03029921883022639
EHD1,3.3515987,10.137886,0.0008034637473742318,0.030955439010419517
H3F3B,3.3385816,-59.782883,0.000842072996581971,0.03227398262290406
HCST,3.3337002,1.6280904,0.0008569899285271514,0.03259108339301899
TPM4,3.3330493,2.803332,0.0008589972645558168,0.032625270299613505
FAM129A,3.3294694,-3.51009,0.0008701157670580597,0.03298371874224596
AQP9,3.3288188,25.915812,0.0008721515931045696,0.03303961665770014
ATP6AP1,3.3284934,0.50547343,0.0008731711614283343,0.033056968664492634
ANXA2,3.3262153,-11.91874,0.0008803391403319511,0.03326416251048906
LSP1,3.3226357,-13.695777,0.0008917134028666062,0.033607661988961014
SKAP2,3.3057132,-15.738851,0.000947350020414501,0.03520864627638995
RN7SL368P,3.2988791,1.9011883,0.0009707168214261077,0.035873257550128664
WARS,3.2861874,-0.6099014,0.0010155341345745729,0.03736530906400319
ARL4C,3.2806551,-31.77524,0.0010356629578326855,0.03786924119727342
MPP1,3.269916,8.318109,0.0010757944445125844,0.03919060578493555
SERPINB2,3.2695906,6.0803766,0.0010770327099175684,0.039211450607821434
TIPARP,3.2591767,-8.566085,0.001117360218626569,0.04042962266167555
IER5,3.2520173,0.2427909,0.0011458903701565722,0.04128431217326646
KYNU,3.2516918,1.8923035,0.0011472030561795357,0.041306326554916985
CALM2,3.2481122,-55.319912,0.0011617346238546307,0.04177844673568852
WTAP,3.239651,2.6894417,0.0011967607998577584,0.04280273893537438
WSB1,3.235095,15.983214,0.001216022682869518,0.04341252597970196
EIF1,3.232817,-66.286156,0.0012257606378317375,0.043680707475275055
GABARAP,3.225332,2.6820228,0.0012582661479574675,0.04459610363049736
RNF141,3.207108,1.5613753,0.001340766272112976,0.04706673252193852
EMILIN2,3.1973453,1.1523193,0.0013869885141796182,0.04831480108269475
ARPC4,3.1898603,-11.779304,0.0014234159094396448,0.04926307735961898
SERPINA11,-3.1853042,-22.416355,0.001446018837607693,0.0499279348797448
AURKAIP1,-3.1862805,-8.361897,0.0014411476849507411,0.04978894613441909
HARS,-3.1872568,-2.017388,0.0014362916615865248,0.04965031715654652
PRPF38B,-3.1885586,-1.421833,0.0014298404249954437,0.049456348895112676
RBM17,-3.1898603,-4.002842,0.0014234159094396448,0.04926307735961898
KDSR,-3.1901858,-1.5579994,0.0014218139440056272,0.04926307735961898
GFOD2,-3.1905112,-4.091164,0.0014202136408380903,0.049239091305146275
SLC22A18,-3.1908367,-3.7350998,0.0014186149983815035,0.04921264876530295
NIPSNAP1,-3.1908367,-3.667865,0.0014186149983815035,0.04921264876530295
TMEM87A,-3.1914876,-2.629246,0.0014154226893853422,0.04915984290508265
