pmid,marker_recall,marker_precision,tissue_cell_recall,tissue_cell_precision,standard_marker_count,test_marker_count,standard_tc_count,test_tc_count
34385390,1.0,0.2631578947368421,0.0,0.0,5,19,4,15
34389613,0.1111111111111111,0.027777777777777776,0.0,0.0,9,36,9,17
34408142,1.0,0.30434782608695654,0.0,0.0,7,23,1,13
34416169,1.0,0.7352941176470589,0.0,0.0,25,34,1,12
34416429,1.0,0.5,0.0,0.0,8,16,4,11
34487375,0.9523809523809523,0.32786885245901637,0.0,0.0,21,61,9,41
34488842,0.6666666666666666,0.6666666666666666,0.0,0.0,3,3,3,3
34489433,1.0,0.3465346534653465,0.0,0.0,35,101,8,43
34552068,1.0,0.05,1.0,0.058823529411764705,2,40,1,17
34584087,0.20588235294117646,0.15217391304347827,0.1875,0.09090909090909091,34,46,16,33
34783307,0.9166666666666666,0.4,0.16666666666666666,0.07407407407407407,24,55,12,27
34783308,1.0,0.18181818181818182,0.0,0.0,10,55,6,32
34912329,0.16666666666666666,0.14285714285714285,0.0,0.0,6,7,1,4
34928015,1.0,1.0,0.6666666666666666,0.6666666666666666,3,3,3,3
34938292,0.0,0.0,0.0,0.0,1,0,1,0
35020946,0.0,0.0,0.0,0.0,1,0,1,0
35030321,1.0,0.2727272727272727,1.0,0.1,6,22,1,10
35075189,0.5555555555555556,0.1,0.0,0.0,9,50,3,31
35108658,0.6666666666666666,0.14285714285714285,1.0,0.06666666666666667,3,14,1,15
35141048,1.0,0.3157894736842105,0.0,0.0,6,19,1,4
35191836,1.0,0.17857142857142858,0.2,0.030303030303030304,10,56,5,33
35242144,0.0,0.0,0.0,0.0,6,6,1,4
35280984,1.0,0.05263157894736842,1.0,0.0625,3,57,1,16
35303421,1.0,0.05555555555555555,0.0,0.0,3,54,1,34
35309305,0.7142857142857143,0.4,0.0,0.0,14,25,4,10
35361907,0.36363636363636365,0.3137254901960784,0.07692307692307693,0.02631578947368421,44,51,13,38
35443762,1.0,0.13636363636363635,0.0,0.0,3,22,1,8
Average,0.7498349036204169,0.23806547633195982,0.18405015980751277,0.047453305289045435,1320,4274,505,2130
Total,0.8712029161603888,0.3032994923857868,0.30523255813953487,0.05928853754940711,823,2364,344,1771
Global,0.8712029161603888,0.3032994923857868,0.30523255813953487,0.05928853754940711,823,2364,344,1771
