ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
lung,cd45+cd11b+cd14+cd16−human lung macrophages (cd64+),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: lung
    - 原始细胞类型: cd45+cd11b+cd14+cd16−human lung macrophages (cd64+)

    候选匹配:
候选组织 1: lung
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages' (相似度: 0.46)
  候选细胞 2: cell_ontology_class='lung ciliated cell', free_annotation='lung ciliated cell' (相似度: 0.30)
  候选细胞 3: cell_ontology_class='lung microvascular endothelial cell', free_annotation='lung microvascular endothelial cell' (相似度: 0.29)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"macrophage
```",原始细胞类型描述为“cd45+cd11b+cd14+cd16−human lung macrophages (cd64+)”，明确指出了是肺部的巨噬细胞，并且带有特定的标记物（如CD45、CD11b、CD14、CD16和CD64），这与候选匹配中的“macrophage”在语义上高度一致。虽然相似度分数仅为0.46，但其他候选细胞类型（如“lung ciliated cell”和“lung microvascular endothelial cell”）与原始细胞类型的描述完全不相关。因此，最合适的修正是选择“macrophage”作为细胞类型。,found
lung,cd45+cd11b+cd14+cd16−human lung macrophages (cd64+),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: lung
    - 原始细胞类型: cd45+cd11b+cd14+cd16−human lung macrophages (cd64+)

    候选匹配:
候选组织 1: lung
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages' (相似度: 0.46)
  候选细胞 2: cell_ontology_class='lung ciliated cell', free_annotation='lung ciliated cell' (相似度: 0.30)
  候选细胞 3: cell_ontology_class='lung microvascular endothelial cell', free_annotation='lung microvascular endothelial cell' (相似度: 0.29)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"macrophage
```","原始细胞类型描述为“cd45+cd11b+cd14+cd16−human lung macrophages (cd64+)”，明确指出了是巨噬细胞（macrophages），并且与候选匹配中的“cell_ontology_class='macrophage', free_annotation='macrophages'”最为接近。虽然相似度仅为0.46，但其他候选细胞类型与原始数据的描述不符（如肺纤毛细胞和肺微血管内皮细胞）。因此，选择最匹配的“macrophage”作为修正结果。",found
lung,cd45+cd11b+cd14+cd16−human lung macrophages (cd64+),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: lung
    - 原始细胞类型: cd45+cd11b+cd14+cd16−human lung macrophages (cd64+)

    候选匹配:
候选组织 1: lung
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages' (相似度: 0.46)
  候选细胞 2: cell_ontology_class='lung ciliated cell', free_annotation='lung ciliated cell' (相似度: 0.30)
  候选细胞 3: cell_ontology_class='lung microvascular endothelial cell', free_annotation='lung microvascular endothelial cell' (相似度: 0.29)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"macrophage
```",原始细胞类型描述了特定表型的肺巨噬细胞 (cd45+cd11b+cd14+cd16−human lung macrophages (cd64+))，与候选匹配中的“macrophage”最为接近。虽然原始数据提供了更详细的表型信息，但候选细胞 1 的 cell_ontology_class='macrophage' 是最合适的标准化结果，因为其涵盖了巨噬细胞这一广泛类别，并且 free_annotation='macrophages' 也支持这一点。组织类型“lung”在原始数据和候选匹配中一致，无需修正。,found
lung,lyve1+ cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: lung
    - 原始细胞类型: lyve1+ cells

    候选匹配:
候选组织 1: lung
  候选细胞 1: cell_ontology_class='endothelial cell of artery', free_annotation='artery cells (endothelial cells)' (相似度: 0.38)
  候选细胞 2: cell_ontology_class='nk cell', free_annotation='nk cells' (相似度: 0.30)
  候选细胞 3: cell_ontology_class='b cell', free_annotation='b cells' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='plasma cell', free_annotation='plasma cells' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='basal cell', free_annotation='basal cells' (相似度: 0.27)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"lyve1+ cells
```","原始细胞类型为 ""lyve1+ cells""，这是一种特定的细胞类型，通常与淋巴管内皮细胞相关。然而，在候选匹配中没有直接提到淋巴管内皮细胞或与 ""lyve1+ cells"" 明确相关的细胞类型。候选细胞类型的相似度较低，且没有发育关系或包含关系可以支持匹配。因此，没有合适的候选匹配能够准确修正原始数据。",found
lung,lyve1+ cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: lung
    - 原始细胞类型: lyve1+ cells

    候选匹配:
候选组织 1: lung
  候选细胞 1: cell_ontology_class='endothelial cell of artery', free_annotation='artery cells (endothelial cells)' (相似度: 0.38)
  候选细胞 2: cell_ontology_class='nk cell', free_annotation='nk cells' (相似度: 0.30)
  候选细胞 3: cell_ontology_class='b cell', free_annotation='b cells' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='plasma cell', free_annotation='plasma cells' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='basal cell', free_annotation='basal cells' (相似度: 0.27)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"lyve1+ cells
```","原始细胞类型为 ""lyve1+ cells""，这是一种特定的细胞标记物定义的细胞类型，通常与淋巴内皮细胞或相关细胞类型相关。然而，候选匹配中没有直接提到与 ""lyve1+ cells"" 相关的细胞类型或其潜在的发育关系。候选细胞类型的相似度较低，且没有明显的包含关系或功能关联。因此，无法找到合适的匹配。",found
heart,cardiomyocyte (cm),,heart,cardiomyocyte (cm),候选匹配为空,unfound
heart,cardiomyocyte (cm),,heart,cardiomyocyte (cm),候选匹配为空,unfound
heart,cardiomyocyte (cm),,heart,cardiomyocyte (cm),候选匹配为空,unfound
heart,cardiomyocyte (cm),,heart,cardiomyocyte (cm),候选匹配为空,unfound
heart,cardiomyocyte (cm),,heart,cardiomyocyte (cm),候选匹配为空,unfound
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，与候选匹配中的细胞类型均不完全一致。然而，""cardiac muscle cell""（心肌细胞）是心脏祖细胞的发育下游细胞类型之一，具有发育关系，因此可以认为其是最接近的匹配。其他候选细胞类型（如成纤维细胞和内皮细胞）与原始细胞类型无直接包含或发育关系，因此不予选择。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，与候选匹配中的细胞类型均不完全一致。然而，""cardiac muscle cell""（心肌细胞）与其存在发育关系，因为心脏祖细胞可以分化为心肌细胞。尽管相似度较低 (0.45)，但这是最接近的匹配。其他候选细胞类型（如成纤维细胞和内皮细胞）与原始细胞类型的生物学功能和发育路径关联较弱，因此不予选择。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，与候选匹配中的细胞类型均不完全一致。然而，""cardiac muscle cell""（心肌细胞）与其存在发育关系，因为心脏祖细胞可以分化为心肌细胞。其他候选细胞类型（如成纤维细胞和内皮细胞）与原始细胞类型的关联性较低。因此，选择 ""cardiac muscle cell"" 作为最合适的修正结果。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，与候选匹配中的细胞类型没有直接的完全匹配。然而，""cardiac muscle cell""（心肌细胞）与其存在发育关系，因为心脏祖细胞可以分化为心肌细胞。其他候选细胞类型（如成纤维细胞或内皮细胞）与原始细胞类型的关联性较低。因此，选择 ""cardiac muscle cell"" 作为最合适的修正结果。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，属于发育早期阶段的细胞类型。候选匹配中没有直接提到 ""progenitor"" 或相关发育阶段的细胞类型，但根据发育关系，心脏祖细胞可以分化为多种心脏细胞类型，包括心肌细胞（cardiac muscle cell）。尽管相似度较低（0.45），""cardiac muscle cell"" 是最接近的合理匹配。因此，选择该细胞类型作为修正结果。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，属于发育早期的细胞类型。在候选匹配中，虽然没有完全一致的细胞类型，但 ""cardiac muscle cell"" 的发育来源可以追溯到心脏祖细胞（cardiac progenitor）。因此，根据发育关系和最接近的匹配原则，选择 ""cardiac muscle cell"" 作为修正后的细胞类型。组织类型保持不变，因为原始组织与候选组织一致。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac progenitor (cvp)
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，属于发育早期的细胞类型，与候选匹配中的细胞类型均不直接对应。候选细胞类型主要描述的是成熟的心脏细胞（如心肌细胞、成纤维细胞和内皮细胞），而不是祖细胞。因此，没有合适的候选匹配能够准确反映原始数据的含义，故保持原始数据不变。",found
heart,cardiac progenitor (cvp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: heart
    - 原始细胞类型: cardiac progenitor (cvp)

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='cardiac muscle cell', free_annotation='cardiac muscle cells' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='fibroblast of cardiac tissue', free_annotation='cardiac fibroblast' (相似度: 0.42)
  候选细胞 3: cell_ontology_class='cardiac endothelial cell', free_annotation='endothelial cells' (相似度: 0.25)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",heart,"cardiac muscle cell
```","原始细胞类型 ""cardiac progenitor (cvp)"" 是一种心脏祖细胞，与候选匹配中的细胞类型均不完全一致。然而，""cardiac muscle cell""（心肌细胞）与其存在发育关系，因为心脏祖细胞可以分化为心肌细胞。其他候选细胞类型（如成纤维细胞和内皮细胞）与原始细胞类型的关联性较低。因此，选择 ""cardiac muscle cell"" 作为最合适的修正结果。",found
esophagus,treg (t regulatory) cell,,esophagus,treg (t regulatory) cell,候选匹配为空,unfound
esophagus,effector th2 cell,,esophagus,effector th2 cell,候选匹配为空,unfound
esophagus,effector th2 cell,,esophagus,effector th2 cell,候选匹配为空,unfound
esophagus,effector th2 cell,,esophagus,effector th2 cell,候选匹配为空,unfound
esophagus,effector th2 cell,,esophagus,effector th2 cell,候选匹配为空,unfound
esophagus,effector th2 cell,,esophagus,effector th2 cell,候选匹配为空,unfound
eoe tissue,t lymphocyte,,eoe tissue,t lymphocyte,候选匹配为空,unfound
eoe tissue,cd3+ t cell,,eoe tissue,cd3+ t cell,候选匹配为空,unfound
eoe tissue,cd3+ t cell,,eoe tissue,cd3+ t cell,候选匹配为空,unfound
eoe tissue,cd3+ t cell,,eoe tissue,cd3+ t cell,候选匹配为空,unfound
eoe tissue,tissue lymphocyte,,eoe tissue,tissue lymphocyte,候选匹配为空,unfound
eoe tissue,tissue lymphocyte,,eoe tissue,tissue lymphocyte,候选匹配为空,unfound
eoe tissue,th2 cell,,eoe tissue,th2 cell,候选匹配为空,unfound
eoe tissue,th2 cell,,eoe tissue,th2 cell,候选匹配为空,unfound
eoe tissue,th2 cell,,eoe tissue,th2 cell,候选匹配为空,unfound
eoe tissue,t lymphocyte,,eoe tissue,t lymphocyte,候选匹配为空,unfound
esophageal tissue,th1 cell,,esophageal tissue,th1 cell,候选匹配为空,unfound
esophageal tissue,th2 cell,,esophageal tissue,th2 cell,候选匹配为空,unfound
esophageal tissue,th2 cell,,esophageal tissue,th2 cell,候选匹配为空,unfound
esophageal tissue,th2 cell,,esophageal tissue,th2 cell,候选匹配为空,unfound
esophageal tissue,th1 cell,,esophageal tissue,th1 cell,候选匹配为空,unfound
esophageal tissue,th2 cell,,esophageal tissue,th2 cell,候选匹配为空,unfound
esophageal tissue,th2 cell,,esophageal tissue,th2 cell,候选匹配为空,unfound
esophageal tissue,th2 cell,,esophageal tissue,th2 cell,候选匹配为空,unfound
eoe tissue,t cells (il5 producers),,eoe tissue,t cells (il5 producers),候选匹配为空,unfound
eoe tissue,t cells (ffar3+),,eoe tissue,t cells (ffar3+),候选匹配为空,unfound
blood,cd4+ t cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: cd4+ t cells

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.56)
  候选细胞 3: cell_ontology_class='cd4-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.48)
  候选细胞 4: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.38)
  候选细胞 5: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.34)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta t cell
```","原始细胞类型为 ""cd4+ t cells""，与候选匹配中的 ""cd4-positive, alpha-beta t cell"" 最为接近。虽然相似度为 0.48 不是最高，但该候选细胞明确指代 CD4 阳性的 T 细胞，符合原始数据的描述。其他选项如 ""t cell"" 虽然相似度更高，但过于宽泛，未能具体匹配到 CD4 阳性这一特性。因此选择最具体的匹配结果。",found
