original,corrected,candidates,reason
Il1¦Â,IL1B,"[{'symbol': 'IL1A', 'alias_symbol': 'IL1F1 IL-1A IL1-ALPHA', 'prev_symbol': 'IL1', 'name': 'interleukin 1 alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL1B', 'alias_symbol': 'IL1F2 IL-1B IL1-BETA', 'prev_symbol': '', 'name': 'interleukin 1 beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36A', 'alias_symbol': 'FIL1 FIL1E IL-1F6 IL1(EPSILON) MGC129553 MGC129552', 'prev_symbol': 'IL1F6', 'name': 'interleukin 36 alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL1F10', 'alias_symbol': 'FKSG75 IL-1HY2 IL-1F10 IL1-theta MGC11983 MGC119832 MGC119833', 'prev_symbol': '', 'name': 'interleukin 1 family member 10', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36B', 'alias_symbol': 'FIL1 IL-1H2 IL-1F8 FILI-(ETA) IL1-ETA IL1H2 MGC126880 MGC126882', 'prev_symbol': 'IL1F8', 'name': 'interleukin 36 beta', 'alias_name': '', 'prev_name': ''}]","原始标记 ""Il1¦Â"" 可能是由于字符编码问题导致的显示错误，实际意图可能是 ""IL1B""。候选信息中，""IL1B"" 的别名包括 ""IL1F2 IL-1B IL1-BETA""，这些与原始标记的意图最匹配。此外，没有其他候选信息更符合 ""Il1¦Â"" 的可能含义。"
Hif1¦Á,HIF1A,"[{'symbol': 'HIF1A', 'alias_symbol': 'MOP1 HIF-1alpha PASD8 HIF1 bHLHe78', 'prev_symbol': '', 'name': 'hypoxia inducible factor 1 subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""Hif1¦Á""与候选信息中的""HIF1A""高度匹配。尽管原始标记中存在特殊字符""¦""和大小写差异，但""Hif1""显然是""HIF1A""的缩写形式，且候选信息中'HIF-1alpha'作为别名进一步确认了这一匹配。"
Type,Type,"[{'symbol': 'CDX1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'caudal type homeobox 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'THSD8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'thrombospondin type 1 domain containing 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDX4', 'alias_symbol': '', 'prev_symbol': '', 'name': 'caudal type homeobox 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDO1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'cysteine dioxygenase type 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PFKL', 'alias_symbol': '', 'prev_symbol': '', 'name': 'phosphofructokinase, liver type', 'alias_name': '', 'prev_name': ''}]","原始标记 ""Type"" 是一个非常模糊的术语，无法明确指向某个具体的基因符号。候选信息列表中没有一个条目的 'symbol'、'alias_symbol'、'prev_symbol'、'name' 或其他字段直接表明与 ""Type"" 的强关联性。因此，无法确定哪个候选信息是最佳匹配。"
I,NFIC,"[{'symbol': 'FABP6', 'alias_symbol': 'I-15P ILLBP I-BAP ILBP3 I-BABP ILBP I-BALB', 'prev_symbol': '', 'name': 'fatty acid binding protein 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SNAR-I', 'alias_symbol': 'snaR-3', 'prev_symbol': '', 'name': 'small NF90 (ILF3) associated RNA I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CENPI', 'alias_symbol': 'LRPR1 CENP-I Mis6', 'prev_symbol': 'FSHPRH1', 'name': 'centromere protein I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NFIC', 'alias_symbol': 'CTF NF-I CTF5', 'prev_symbol': 'NFI', 'name': 'nuclear factor I C', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGLVI-20', 'alias_symbol': 'IGLV(I)-20', 'prev_symbol': '', 'name': 'immunoglobulin lambda variable (I)-20 (pseudogene)', 'alias_name': '', 'prev_name': ''}]","原始标记 ""I"" 是一个非常简短的符号，可能与多个候选信息中的别名或符号部分匹配。在候选信息中，""NFIC"" 的别名包含 ""NF-I""，其中 ""I"" 作为其组成部分出现，且具有较高的相关性。其他候选信息中的符号或别名没有直接表明与 ""I"" 的明确关联，因此选择 ""NFIC"" 作为最匹配的结果。"
IFN,IFNA1,"[{'symbol': 'IFNA1', 'alias_symbol': 'IFNA@ IFL IFN IFN-ALPHA IFNA13 IFN-alphaD', 'prev_symbol': '', 'name': 'interferon alpha 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA5', 'alias_symbol': 'IFN-alphaG', 'prev_symbol': '', 'name': 'interferon alpha 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA6', 'alias_symbol': 'IFN-alphaK', 'prev_symbol': '', 'name': 'interferon alpha 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA8', 'alias_symbol': 'IFN-alphaB', 'prev_symbol': '', 'name': 'interferon alpha 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA10', 'alias_symbol': 'IFN-alphaC', 'prev_symbol': '', 'name': 'interferon alpha 10', 'alias_name': '', 'prev_name': ''}]","原始标记""IFN""是一个通用的缩写，可能指代多种干扰素基因。在候选信息列表中，'IFNA1'的别名(alias_symbol)中明确包含了""IFN""，这表明它与原始标记最匹配。因此，选择'IFNA1'作为标准化结果。"
stimulated,STRA8,"[{'symbol': 'VASP', 'alias_symbol': '', 'prev_symbol': '', 'name': 'vasodilator stimulated phosphoprotein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'STRA8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'stimulated by retinoic acid 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'UVSSA', 'alias_symbol': '', 'prev_symbol': 'KIAA1530', 'name': 'UV stimulated scaffold protein A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'BISPR', 'alias_symbol': 'lncBST2', 'prev_symbol': '', 'name': 'BST2 interferon stimulated positive regulator', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LSR', 'alias_symbol': 'LISCH7 ILDR3', 'prev_symbol': '', 'name': 'lipolysis stimulated lipoprotein receptor', 'alias_name': '', 'prev_name': ''}]","在候选信息中，""STRA8"" 的名称 ""stimulated by retinoic acid 8"" 与原始标记 ""stimulated"" 最为匹配，因为其名称明确包含 ""stimulated"" 这一关键词，而其他候选信息的名称或别名并未直接包含该词。因此，选择 ""STRA8"" 作为标准化结果。"
genes,genes,"[{'symbol': 'MIR142HG', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MIR142 host genes', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CREG2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'cellular repressor of E1A stimulated genes 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CREG1', 'alias_symbol': '', 'prev_symbol': 'CREG', 'name': 'cellular repressor of E1A stimulated genes 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OHR', 'alias_symbol': '', 'prev_symbol': 'MTOHR', 'name': 'mitochondrially encoded heavy strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","原始标记""genes""是一个非常通用的词汇，无法直接匹配到任何具体的基因符号。候选信息列表中的所有条目都没有明确的别名或先前符号与""genes""直接相关。因此，无法找到一个合适的标准化结果。"
Cyr61,CCN1,"[{'symbol': 'CCN1', 'alias_symbol': 'GIG1', 'prev_symbol': 'IGFBP10 CYR61', 'name': 'cellular communication network factor 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目包含'prev_symbol': 'IGFBP10 CYR61'，其中明确提到了原始标记""Cyr61""。因此，该条目与原始标记最匹配，其'symbol'为'CCN1'应作为标准化结果。"
CD169,SIGLEC1,"[{'symbol': 'SIGLEC1', 'alias_symbol': 'SIGLEC-1 CD169 FLJ00051 FLJ00055 FLJ00073 FLJ32150 dJ1009E24.1', 'prev_symbol': 'SN', 'name': 'sialic acid binding Ig like lectin 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'SIGLEC1', 'alias_symbol': 'SIGLEC-1 CD169 FLJ00051 FLJ00055 FLJ00073 FLJ32150 dJ1009E24.1'}的别名中明确包含了原始标记""CD169""，因此可以确定该条目与原始标记最匹配。根据要求，选择其'symbol'字段'SIGLEC1'作为标准化结果。"
Ly6C2,Ly6C2,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的symbol、alias_symbol或prev_symbol与原始标记""Ly6C2""相匹配。因此无法找到合适的标准化结果。"
Hp haptoglobin ,HP,"[{'symbol': 'HP', 'alias_symbol': '', 'prev_symbol': '', 'name': 'haptoglobin', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HPR', 'alias_symbol': '', 'prev_symbol': '', 'name': 'haptoglobin-related protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'DEFA4', 'alias_symbol': 'HP-4', 'prev_symbol': 'DEF4', 'name': 'defensin alpha 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'DLC1', 'alias_symbol': 'HP ARHGAP7 STARD12 DLC-1 p122-RhoGAP', 'prev_symbol': '', 'name': 'DLC1 Rho GTPase activating protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目 {'symbol': 'HP', 'name': 'haptoglobin'} 的 'name' 字段与原始标记 ""Hp haptoglobin"" 中的 ""haptoglobin"" 完全匹配，并且其 'symbol' 为 'HP'，符合标准化命名规范。其他条目虽然可能包含部分相似字段（如 HPR 或 HP-4），但它们的名称或别名并不直接对应原始标记的核心内容 ""haptoglobin""。"
