pmid,species,tissue_type,cell_name,markers
30872492,Mouse,Lung,Lyve1hiMHCIIlo IMs,"['CX3CR1+', 'Lyve1', 'Mrc1', 'Lyve1', 'Timd4', 'Cd5l', 'Fcna', 'Vsig4', 'Lyve1']"
30872492,Mouse,Lung,Lyve1hiMHCIIlo macrophages,['CX3CR1']
30872492,Mouse,Lung,Lyve1loMHCIIhi IMs,"['CX3CR1-', 'H2-Eb1', 'Cd74', 'Axl', 'Ccr2', 'Cx3cr1', 'H2-DMa', 'H2-Aa', 'H2-Eb1', 'H2-Ab1', 'Cd74', 'H2-K1', 'MHCII']"
30872492,Mouse,Lung,Lyve1loMHCIIhi macrophages,['CX3CR1']
30872492,Mouse,Lung,MRTMs (Macrophage-like cells),"['Lyve1', 'MHCII']"
30872492,Mouse,Lung,Macrophage,"['Lyve1', 'MHCII', 'CD68']"
30872492,Mouse,Lung,Macrophage (blood vessel associated),['Lyve1hiMHCIIlo']
30872492,Mouse,Lung,Macrophage (nerve associated),['Lyve1loMHCIIhi']
30872492,Mouse,Lung,Macrophages,"['F4/80', 'CD64', 'MerTK', 'CD68']"
30872492,Mouse,Lung,Monocyte,"['S100a4', 'Cd45.1', 'Cd45.2', 'Ccr2', 'Ly6C']"
30872492,Mouse,Lung,Monocytes,"['Cd45.1', 'CD115', 'CD11b', 'Ly6C']"
30872492,Mouse,Lung,Nerve,['TUBB3']
30872492,Mouse,Lung,Tissue macrophages,['Slco2b1']
30872492,Mouse,Lymphatic endothelial cells,Lymphatic endothelial cells,['Sphingosine kinase']
30872492,Mouse,"Multiple tissues (heart, fat, dermis, etc.)",MRTMs (Lyve1hiMHCIIlo),"['Lyve1', 'MHCII']"
30872492,Mouse,"Multiple tissues (heart, fat, dermis, etc.)",MRTMs (Lyve1loMHCIIhiCX3CR1hi),"['Lyve1', 'MHCII', 'CX3CR1']"
30872492,Mouse,Skin,Blood vessel,['CD31']
30872492,Mouse,Skin,Macrophage,['CD68']
30872492,Mouse,Skin,Macrophage (blood vessel associated),['Lyve1hiMHCIIlo']
30872492,Mouse,Skin,Macrophage (nerve associated),['Lyve1loMHCIIhi']
30872492,Mouse,Skin,Nerve,['TUBB3']
30872492,Mouse,,Classical dendritic cells and their committed progenitors,['Zbtb46']
30872492,Mouse,,Endothelial cell,"['Cdh5', 'Cdh5']"
30872492,Mouse,,MRTMs (Macrophage-Related Tissue Macrophages),"['Lyve1', 'MHCII']"
30872492,Mouse,,Macrophage (nerve associated),['CX3CR1']
30872492,Mouse,,Macrophages,['Lyve1']
30872492,Mouse,,Monocyte-derived macrophages,['CX3CR1']
30872492,Mouse,,Nonlymphoid dendritic cells,['CD103']
30872492,Mouse,,Tissue macrophages,['Multiple genes (profiles and pathways)']
30872492,,Arterial,Macrophages,['LYVE-1']
30872492,,Yolk sac,Definitive hemogenic endothelium,['LYVE1']
30872492,,,Lymphatic endothelial cells,"['Ephrin-B2', 'Ephrin-B2']"
30872492,,,Regulatory T cells (Tregs),"['Foxp3', 'Foxp3']"
30893597,Human,Heart,Cardiac Progenitor (CVP),"['T (brachyury)', 'MESP1', 'ISL1', 'TBX5', 'MEF2C', 'NKX2-5', 'C-KIT', 'GATA3']"
30893597,Human,Heart,Cardiac muscle cell,"['LAMB2', 'LAMC1', 'LAMB1', 'LAMA2', 'LAMA5', 'LAMA4']"
30893597,Human,Heart,Cardiomyocyte (CM),"['TNNI3', 'TNNT2', 'a-actinin', 'NKX2-5', 'MYH1']"
30893597,Human,,Cardiomyocytes (CMs),"['TNNT2', 'ACTC1', 'MYH7', 'SIRPA']"
30893597,,,CVPs,"['ISL1', 'NKX2-5', 'FUT4', 'MESP1', 'KDR', 'SSEA-1']"
30893597,,,CVPs sub-population,"['TTN', 'LUM', 'EPCAM']"
30893597,,,Cardiomyocytes (implied from context),"['TNNT2', 'MYH1', 'TNNI3', 'NKX2-5', 'a-actinin']"
30893597,,,Pluripotent hESCs,"['POU5F1', 'Tra1-60']"
30958799,Human,Blood,CD4+ T cells,['FFAR3']
30958799,Human,EoE tissue,CD3+ T cell,"['CXCR4', 'CCR5', 'CCR8']"
30958799,Human,EoE tissue,T cells (FFAR3+),['FFAR3']
30958799,Human,EoE tissue,T cells (IL5 producers),['IL5']
30958799,Human,EoE tissue,T lymphocyte,"['ITGAE (CD103)', 'IFNG']"
30958799,Human,EoE tissue,Th2 cell,"['IL-4', 'IL-5', 'IL-13']"
30958799,Human,EoE tissue,Tissue lymphocyte,"['IL-25 receptor', 'HPGDS']"
30958799,Human,Esophageal tissue,Th1 cell,"['IFNG', 'IFNG']"
30958799,Human,Esophageal tissue,Th2 cell,"['IL4', 'IL5', 'IL13', 'IL4', 'IL5', 'IL13']"
30958799,Human,Esophagus,Effector Th2 cell,"['GATA3', 'HPGDS', 'CRTH2', 'IL-17RB', 'FFAR3']"
30958799,Human,Esophagus,Treg (T regulatory) cell,['FOXP3']
30958799,Human,,CD4+ T cell,"['CD25/IL-2Rα', 'IL-2', 'TNF-α', 'IFN-γ']"
30958799,Human,,CD4+ T cells,['IL10']
30958799,Human,,CD8+ T cell,"['CD25/IL-2Rα', 'IFN-γ', 'TNF-α']"
30958799,Human,,CD8+ T cells,['IL10']
30958799,Human,,CD8+ T1–T6,['TGFB1']
30958799,Human,,T lymphocyte,"['IL-5', 'IL-17RB']"
30958799,Human,,T1–T3,['IL17A']
30958799,Human,,T7,"['TGFB1', 'IL17A']"
30958799,Human,,T7 (T cell cluster),['IL10']
30958799,Human,,T7 (Treg cells),"['CD4', 'MAF', 'FOXP3', 'CTLA4', 'IL-10', 'KLRB1 (CD161)', 'ICOS', 'CD25 (IL2RA)', 'CCR6', 'CCR4']"
30958799,Human,,T7 (Treg),"['IL10', 'TGFB1', 'IL2RA/CD25']"
30958799,Human,,T7 (memory Treg),"['CD4', 'FOXP3', 'IL-10', 'CTLA4', 'IL-2A (CD25)', 'IL-1R1', 'IL-1R2']"
30958799,Human,,T8,['IL2RA/CD25']
30958799,Human,,T8 (effector Th2 cells),"['CD4', 'GATA3', 'Th2 signature markers', 'KLRB1 (CD161)', 'CXCR4', 'CCR4', 'CD294/CRTH2/PTGDR2', 'ITGA4']"
30958799,Human,,T8 (effector Th2),"['GATA3', 'IL-4', 'IL-5', 'IL-13', 'HPGDS', 'IL-17RB', 'CD40LG', 'NFAT1', 'NFκB1', 'AHR', 'NR3C1', 'PPARG', 'PTGDR2 (CRTH2)', 'IL1RL1 (ST2L)']"
30958799,Human,,Th2 cells,['CD4+ GATA3+ IL-4+ IL-5+ IL-13+ HPGDS+ CRTH2+ IL-17RB+ CD40LG (CD154)+ NFAT1+ NFκ-B1+ AHR+ NR3C1+ PPARG+']
30958799,Human,,Treg (T7),['FOXP3']
30958799,Human,,Treg-like cells,['CD4+ FOXP3+ IL-10+ CTLA4+ IL-2A(CD25)+ IL-1R1/R2+']
30958799,Mouse,Lung,CD4+ lymphocytes,['IL-4']
30958799,,,T7,['FOXP3']
30958799,,,T8,"['GATA3', 'PPARG', 'AHR', 'NR3C1', 'NFKBIZ', 'NFATC3', 'NFAT5', 'JUN']"
30988181,Mouse,Cortical tissue,Arterial cell,['Fbln5']
30988181,Mouse,Cortical tissue,Capillary cell,['Ddc']
30988181,Mouse,Cortical tissue,Endothelial cell,['Pecam1']
30988181,Mouse,Cortical tissue,Tip cell,"['Apln', 'Angpt2']"
30988181,Mouse,Cortical tissue,Venous cell,['Nrp2']
30988181,Mouse,Retina,Muller glia,"['Vegfa', 'Ndufa4l2', 'Bsg', 'Mt1', 'Hes1', 'Nupr1', 'Vim', 'Gfap']"
30988181,,Retina,Amacrine and RGC subsets,['Calretinin']
30988181,,Retina,Cholinergic amacrine cells,['Calretinin']
30988181,,Retina,Endothelial cell,['GS-lectin']
30988181,,Retina,Glutamatergic synapses (presynaptic),['Vesicular glutamate transporter-1']
30988181,,Retina,Horizontal cell,"['Neurofilament-H', 'Calbindin']"
30988181,,Retina,Muller cell,['Aquaporin-4']
30988181,,Retina,Postsynaptic density,['Postsynaptic density protein 95']
30988181,,Retina,RGC axons,['Neurofilament-H']
30988181,,Retina,Rod bipolar cell,['PKC-alpha']
30988181,,,EC,"['Bsg', 'Bsg']"
30988181,,,INL cell,"['Bnip3', 'Bsg', 'Bnip3', 'Bsg']"
31028265,Human,Ectoderm,Differentiated cells from hiPS cells,"['NESTIN', 'PAX6']"
31028265,Human,Endoderm,Differentiated cells from hiPS cells,"['SOX17', 'FOXA2']"
31028265,Human,Heart,Valve progenitor cell (HPVC),"['SOX9', 'PERIOSTIN', 'FILAMIN A', 'COLLAGEN I', 'SOX9', 'PERIOSTIN', 'FILAMIN A', 'COLLAGEN I']"
31028265,Human,Mesoderm,Differentiated cells from hiPS cells,"['BRACHYURY (T)', 'MIXL1']"
31028265,Human,Mitral valve,Valvular interstitial cells (VICs),['DCHS1']
31028265,Human,Pluripotent stem cells,hiPS cells,"['OCT4', 'SOX2', 'NANOG']"
31028265,Human,Valve endothelial cells,HPVCs,"['TBX2', 'TBX20', 'PITX2', 'GATA5', 'SMAD6', 'MSX1']"
31028265,Human,Valve tissue,Endothelial cell,"['PECAM1', 'CDH5', 'ENG', 'SOX17', 'SOX18', 'DLL4', 'CD34', 'KDR']"
31028265,Human,,AVC and endocardial cells,"['GATA5', 'TBX3', 'TBX20', 'NFATc', 'MSX1']"
31028265,Human,,Endocardial HPVC,['CD31']
31028265,Human,,Endocardial cell,"['TBX2', 'TBX20', 'GATA5', 'MSX1', 'SMAD6', 'PITX2', 'HES1', 'NFATc', 'ADORA', 'GALANIN', 'TGFβ1', 'TGFβ2', 'THROMBOSPONDIN', 'ERBB4', 'ADAM19', 'CAV1', 'PDGFRα', 'LMCD1', 'GATA6', 'KDR', 'FLT1', 'FLI1', 'TIE2', 'GATA5', 'TBX2', 'GALANIN', 'RSPO', 'SMAD6', 'MSX1']"
31028265,Human,,Endothelial and endocardial cell population,"['CDH5', 'ENG', 'PECAM1', 'KLF2', 'NOTCH4', 'SOX17', 'SOX18', 'ETS1', 'TWIST1', 'THSD1', 'HEY1']"
31028265,Human,,Endothelial cell,"['CD31', 'KDR', 'VE-cadherin', 'CD31', 'VE-CADHERIN', 'ENDOGLIN']"
31028265,Human,,HPVCs,"['PERIOSTIN', 'SLUG', 'MSX1', 'SCLERAXIS', 'COLLAGEN1', 'SOX9', 'CALCITONIN', 'AXIN2', 'KLF2', 'SMAD6', 'FILAMIN A', 'VERSICAN', 'AGGRECAN', 'smooth muscle actin (SMA)']"
31028265,Human,,MesP1+ cell,"['MESP1', 'MEF2C', 'NKX2.5', 'ISL1']"
31028265,Human,,Post-EMT cell,"['SLUG', 'SMAD6', 'PERIOSTIN', 'SOX9', 'MSX1']"
31028265,Human,,SSEA-1+ cell,['CD15 (SSEA-1)']
31028265,Human,,Valvular fibroblast,"['FILAMIN', 'PERIOSTIN', 'VERSICAN', 'AGGRECAN']"
31028265,Human,,Valvular interstitial cell,"['FILAMIN A', 'SOX9', 'COLLAGEN I']"
31028265,Human,,iPS cells,"['OCT4', 'SOX2', 'NANOG']"
31028265,Mouse,AVC regions of E9.5 mouse embryos,endocardial cells,['LAMIN A/C']
31028265,Mouse,Heart,AVC endocardium,"['Tbx3', 'Tbx2', 'Tbx20', 'Msx', 'Id2', 'TGFβ2', 'HEY1', 'Smad6', 'Twist', 'Slc6a4']"
31028265,Mouse,Heart,Endocardial cells,"['GATA5', 'NFATC', 'Cav1', 'Thsd2', 'Rspo3', 'Adora', 'Gal', 'ENG', 'CDH5', 'KDR', 'PECAM1', 'THSD1']"
31028265,,,Cluster 2 (spongiosa layer),"['TDGF1', 'CD9', 'VCAN', 'ALDH2']"
31028265,,,Cluster 3,"['BAMBI', 'TGFβ1', 'PDGFRα']"
31028265,,,Cluster 3 (fibrosa layer),"['COL1A1', 'COL1A2', 'COL4A1', 'COL6A2', 'COL3A1', 'BGN']"
31028265,,,Cluster 4,['WNT2B']
31028265,,,Cluster 5 (EMT process),"['APOE', 'LUM', 'POSTN', 'ACTA2']"
31028265,,,Cluster 6 (hematopoietic cells),"['SOX18', 'LATEXIN', 'FICOLIN3', 'HOXP1', 'CARBONIC-ANYDRASE', 'CD40', 'CD55', 'CX37']"
31028265,,,Endothelial cell,"['CDH5', 'PECAM1']"
31028265,,,HPVCs (High Proliferative Valve Cells),"['PECAM', 'ENG', 'CDH5']"
31028265,,,Hemogenic endocardial cell population,"['ETS1', 'EGFL7', 'HOPX', 'SCL/TAL1']"
31028265,,,Myofibroblast,['TGLN']
31028265,,,TWIST1+ cells,"['GATA5', 'TBX2', 'TBX3', 'MSX1']"
31028265,,,Valve interstitial cells,"['COL1A1', 'PSTN']"
31073041,,,APs (early),"['PRC2 subunits', 'H3K27me3']"
31073041,,,E14-born neurons,"['Nrn1', 'Rorb']"
31073041,,,L2/3 neuron,['Pou3f2']
31073041,,,L4 neuron,['Rorb']
31073041,,,L5/deep layer neuron,['Bcl11b']
31170999,Human,Brain,Microglia/Macrophage,['Tnfα']
31170999,Mouse,Retina,Amacrine cells,"['Tfap2a', 'Pax6', 'Gad1']"
31170999,Mouse,Retina,Astrocyte,"['Tnfrsfr1a', 'Il1r1', 'Sox9', 'S100β', 'S100β', 'IL-1R1']"
31170999,Mouse,Retina,Astrocytes,"['Pax2', 'S100b', 'S100β', 'Pax2']"
31170999,Mouse,Retina,Bipolar cell,"['Vsx2', 'Otx2', 'Otx2', 'Vsx2']"
31170999,Mouse,Retina,Bipolar cells,"['Vsx2', 'Grm6', 'Grik1', 'Vsx2', 'Otx2', 'Lhx3', 'Grm6', 'Grik1']"
31170999,Mouse,Retina,Cone photoreceptors,"['Opn1mw', 'Arr3']"
31170999,Mouse,Retina,Endothelial cell,"['Tnfrsfr1a', 'Il1r1', 'CD31', 'CD31']"
31170999,Mouse,Retina,Endothelial cells,"['Tie1', 'Cldn5', 'Tie1', 'Cldn5']"
31170999,Mouse,Retina,Ganglion cells,"['Pou4f2', 'Thy1', 'Nefl', 'Pax6', 'Calretinin', 'Pax6', 'Calretinin']"
31170999,Mouse,Retina,Horizontal cells,"['Calb1', 'Lhx1']"
31170999,Mouse,Retina,Microglia,"['Iba1', 'F4/80', 'TSPO', 'Dbi', 'Rgs1', 'Ccl3', 'Ccl6', 'C1qa', 'C1qb', 'C1qc', 'Trem2', 'Csf1r', 'Tnfrsfr1a', 'Tnfsfr12a', 'Tnfrsfr21', 'Tnfrsfr1b', 'Tnfrsfr11a', 'Tnfrsfr13b', 'Tlr1', 'Tlr2', 'Tlr3', 'Tlr4', 'Tlr7', 'Tlr13', 'Iba1', 'F4/80', 'Iba1', 'F4/80', 'Ki67', 'Iba1', 'F4/80', 'Rgs1', 'Trem2', 'Ccl3', 'Ccl4', 'C1qa', 'C1qb', 'C1qc', 'Csf1r', 'Tnfα', 'Iba1']"
31170999,Mouse,Retina,Müller glia,"['Vim', 'Slc3a2', 'Glul', 'Rlbp1', 'TSPO', 'Vim', 'Lhx2', 'Sox9', 'Rlbp1', 'Slc1a3', 'Tnfrsfr1a', 'Tnfsfr12a', 'Tnfrsfr21', 'Il1r1', 'Tlr2', 'Tlr3', 'Sox9', 'Lhx2', 'Sox9', 'Rlbp1', 'Slc1a3', 'Sox9']"
31170999,Mouse,Retina,OFF bipolar cell,['Il1r1']
31170999,Mouse,Retina,Pericyte,['Tnfrsfr1a']
31170999,Mouse,Retina,Pericytes,"['Tagln', 'Acta2']"
31170999,Mouse,Retina,Rod photoreceptors,"['Rho', 'Nrl', 'Nr2e3']"
31170999,,Retina,Astrocytes,['IL-1R1']
31170999,,Retina,Microglia,"['Rgs1', 'Trem2', 'Ccl3', 'Ccl4', 'C1qa', 'C1qb', 'C1qc', 'Tlr1', 'Tlr4', 'Tlr7', 'Tlr13', 'Tlr2', 'Tlr3']"
31170999,,Retina,Müller glia,"['Tspo', 'Dbi']"
31170999,,,Microglia,"['F4/80', 'Iba1']"
31216470,Mouse,Cardiac tissue,Cardiomyocyte,"['Gata4', 'Hand2', 'Tbx5']"
31216470,Mouse,Epicardial cells,Epicardial cells,"['Gata5', 'Upk1b']"
31216470,Mouse,Heart,Cardiac fibroblast,['Col1a1']
31216470,Mouse,Heart,Cardiomyocyte,['Tnnt2']
31216470,Mouse,Heart,Epicardial cell,"['Wt1', 'Bnc1']"
31216470,Mouse,Heart,Epicardial cells,"['Tbx18', 'Tcf21', 'Wt1', 'Anxa8', 'Gata5', 'Gpm6a', 'Krt8', 'Krt19', 'Upk1b']"
31216470,Mouse,Heart,Epicardial-like cells,"['Gata6', 'Hand2']"
31216470,Mouse,Heart,Macrophage,['Lys6c']
31216470,Mouse,Kidney capillary,Endothelial cell,"['Irx3', 'Rarb']"
31216470,Mouse,Liver,Hepatic sinusoid endothelial cell,"['Ets1', 'Prox1']"
31216470,Mouse,Lung,Endothelial cell,"['Smad6', 'Tbx3']"
31216470,Mouse,MEF-derived cells,Epicardial-like cells,['Cenpp']
31216470,Mouse,MEF-derived cells,Fibroblast,['Spp1']
31216470,Mouse,Skeletal muscle,Skeletal muscle satellite cell,"['MyoD1', 'Myf5', 'Pax7']"
31216470,Mouse,,Epicardial cell,"['Upk1b', 'Gpm6a', 'Krt19', 'ZO-1', 'UPK1B', 'E-Cadherin']"
31216470,Mouse,,Epicardial-like cell,"['Upk1b', 'Gpm6a', 'Krt19']"
31216470,Mouse,,Epithelial cell,"['Hnf1b', 'Hnf4a', 'Pax8', 'Krt19', 'E-Cadherin']"
31216470,,,Epicardial cell,"['Myrf', 'Wt1', 'Bnc1', 'Gpm6a', 'Upk1b', 'Sox6', 'Gata5']"
31216470,,,reprogrammed MEFs (Cluster 10),"['Atf3', 'Gata6', 'Hand2']"
31216470,,,reprogrammed MEFs (Cluster 20),['MyoD1']
31341279,Mouse,AHF (Anterior Heart Field) cells,,"['Wnt5a', 'Tbx2']"
31341279,Mouse,Heart,Anterior heart field cells,['Sema3c']
31341279,Mouse,Heart,Left Ventricle (LV) and Outflow Tract (OFT) cells,"['Hand1', 'Hand2']"
31341279,Mouse,Heart,Left-right asymmetric cells of the AHF and pSHF,"['Nodal', 'Lefty2', 'Pitx2']"
31341279,Mouse,Heart,Outflow tract (OFT),['Hand2']
31341279,Mouse,Heart,Pharyngeal arches (PA),['Tbx1']
31341279,Mouse,Heart,"Population D (FHF, LV, and sarcomeric enriched)",['Isl1']
31341279,Mouse,Heart,RV (Right Ventricle) cells,"['Nppa', 'Nppb', 'Irx4', 'Cck', 'Sema3c']"
31341279,Mouse,Heart,Right Ventricle (RV) cells,"['Irx4', 'Cck']"
31341279,Mouse,Heart,Right ventricle,"['Hand1', 'Pln']"
31341279,Mouse,Heart,Right ventricle (RV) cells,"['Pln', 'Cck']"
31341279,Mouse,Heart,Right ventricle cells,"['Cck', 'Irx4']"
31341279,Mouse,Heart,Second heart field (SHF),"['Tbx1', 'Rgs5', 'Isl1']"
31341279,Mouse,Heart,Unspecified,['Cck']
31341279,Mouse,Myocardium,Endocardium/endothelial cells,"['Rrad', 'Ank3', 'Prkaa2']"
31341279,Mouse,OFT (Outflow Tract) progenitors,,['Hand1']
31341279,Mouse,Outflow tract (OFT),Unspecified,['3632451O06Rik']
31341279,Mouse,Proepicardial organ (PEO),Unspecified,['Tbx18']
31341279,Mouse,,AHF and OFT cells,['Rgs5']
31341279,Mouse,,AHF cells,"['Smyd1', 'Crabp1', 'Crabp2']"
31341279,Mouse,,OFT cells,['Tdgf1']
31341279,Mouse,,OFT myocardium,['Sema3c']
31341279,Mouse,,RV cells,['Irx4']
31341279,Mouse,,pSHF cells,"['Hoxa1', 'Hoxb1']"
31341279,Mouse,,pSHF derivatives,['Upp1']
31341279,,,AHF cells,"['Smyd1', 'Sema3c']"
31341279,,,Blood,['Hbb-y']
31341279,,,E9.25 embryos,['Hoxb1']
31341279,,,Ectoderm,['Sox2']
31341279,,,Endocardium/Endothelium,"['Flt4', 'Upp1']"
31341279,,,Endoderm,['Epcam']
31341279,,,Endodermal population,"['Fgf8', 'Bmp4', 'Bmp2', 'Wnt5a']"
31341279,,,RV cells,"['Nppa', 'Nppb']"
31341279,,,State e and State f (pseudotime trajectory),"['Nppa', 'Fgf8']"
31422913,Mouse,Gastric corpus epithelium,Base stem cells (BSCs),"['Troy', 'Lgr5']"
