original,corrected,candidates,reason
CD207 langerin ,CD207,"[{'symbol': 'CD207', 'alias_symbol': 'Langerin CLEC4K', 'prev_symbol': '', 'name': 'CD207 molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目包含'symbol'为'CD207'，并且其'alias_symbol'包含'Langerin'，这与原始标记""CD207 langerin""完全匹配。其他候选信息与原始标记无关。"
not,not,"[{'symbol': 'CNOT4P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'CCR4-NOT transcription complex subunit 4 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CNOT7P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'CCR4-NOT transcription complex subunit 7 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CNOT7P2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'CCR4-NOT transcription complex subunit 7 pseudogene 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CNOT7', 'alias_symbol': '', 'prev_symbol': 'CAF1', 'name': 'CCR4-NOT transcription complex subunit 7', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CNOT10', 'alias_symbol': 'FLJ12890 FLJ13165', 'prev_symbol': '', 'name': 'CCR4-NOT transcription complex subunit 10', 'alias_name': '', 'prev_name': ''}]","原始标记""not""是一个非常模糊的词，无法直接与候选信息中的基因符号或名称明确对应。经过检查候选信息列表，所有条目均属于CCR4-NOT转录复合体相关基因，但没有一个条目的symbol、alias_symbol、prev_symbol、name、alias_name或prev_name能够直接匹配""not""。因此无法确定最佳匹配项。"
EPCAM,EPCAM,"[{'symbol': 'EPCAM-DT', 'alias_symbol': '', 'prev_symbol': '', 'name': 'EPCAM divergent transcript', 'alias_name': '', 'prev_name': ''}, {'symbol': 'EPCAM', 'alias_symbol': 'Ly74 TROP1 GA733-2 EGP34 EGP40 EGP-2 KSA CD326 Ep-CAM HEA125 KS1/4 MK-1 MH99 MOC31 MOC-31 323/A3 17-1A TACST-1 CO-17A ESA BerEp4 Ber-Ep4', 'prev_symbol': 'M4S1 MIC18 TACSTD1', 'name': 'epithelial cell adhesion molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第二个条目明确包含原始标记""EPCAM""作为其'symbol'字段，并且其别名（alias_symbol）和之前符号（prev_symbol）也与该基因相关。因此，这个候选信息最匹配原始标记。"
CD8,CD8A,"[{'symbol': 'CD8A', 'alias_symbol': 'p32 CD8alpha', 'prev_symbol': 'CD8', 'name': 'CD8 subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD8B', 'alias_symbol': 'Ly-3 LYT3 P37 CD8beta', 'prev_symbol': 'CD8B1', 'name': 'CD8 subunit beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ATT', 'alias_symbol': '', 'prev_symbol': 'MTATT', 'name': 'mitochondrially encoded membrane attachment site', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-CO1', 'alias_symbol': 'COX1 COI', 'prev_symbol': 'MTCO1', 'name': 'mitochondrially encoded cytochrome c oxidase I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目 {'symbol': 'CD8A', 'alias_symbol': 'p32 CD8alpha', 'prev_symbol': 'CD8', ...} 的 'prev_symbol' 字段明确标注了 'CD8'，这表明该条目的标准化符号 'CD8A' 是原始标记 'CD8' 的更新版本。因此，选择该条目的 'symbol' 作为标准化结果。"
DC_LAMP,DC_LAMP,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与""DC_LAMP""相关的任何匹配信息（包括symbol、alias_symbol、prev_symbol、name等字段）。因此无法将原始标记标准化为候选信息中的任何结果。"
KI67,KI67,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与原始标记""KI67""匹配的'symbol'、'alias_symbol'或'prev_symbol'。因此无法将""KI67""标准化为候选信息中的任何结果。"
NKX2.1,NKX2-1,"[{'symbol': 'NKX2-1-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'NKX2-1 antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NKX2-2-AS1', 'alias_symbol': 'NKX2-2AS', 'prev_symbol': '', 'name': 'NKX2-2 antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NKX2-8', 'alias_symbol': 'NKX2.8 Nkx2-9', 'prev_symbol': 'NKX2H', 'name': 'NK2 homeobox 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NKX2-1', 'alias_symbol': 'TTF-1 TTF1', 'prev_symbol': 'NKX2A BCH TITF1', 'name': 'NK2 homeobox 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NKX2-2', 'alias_symbol': 'NKX2.2', 'prev_symbol': 'NKX2B', 'name': 'NK2 homeobox 2', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第4个候选信息的'symbol'为'NKX2-1'，并且其'alias_symbol'包含'TTF-1 TTF1'，'prev_symbol'包含'NKX2A BCH TITF1'，这些都与原始标记'NKX2.1'高度相关。此外，'NKX2-1'是已知的标准化基因符号，符合修正要求。
COUP-TFII NR2F2 ,NR2F2,"[{'symbol': 'NR2F2', 'alias_symbol': 'COUP-TFII COUPTFB SVP40 NF-E3 COUPTF2', 'prev_symbol': 'ARP1 TFCOUP2', 'name': 'nuclear receptor subfamily 2 group F member 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NR2F2-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'NR2F2 antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'GTF2I', 'alias_symbol': 'TFII-I BAP-135 SPIN BTKAP1 DIWS IB291', 'prev_symbol': 'WBSCR6', 'name': 'general transcription factor IIi', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NR2F1', 'alias_symbol': 'EAR-3 COUP-TFI TCFCOUP1 SVP44 COUPTF1', 'prev_symbol': 'ERBAL3 TFCOUP1', 'name': 'nuclear receptor subfamily 2 group F member 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}]","原始标记""COUP-TFII NR2F2""中包含""COUP-TFII""和""NR2F2""，其中""COUP-TFII""出现在第一个候选信息的'alias_symbol'字段中，且该候选信息的'symbol'为""NR2F2""，完全匹配原始标记的内容。其他候选信息与原始标记无直接关联。"
OCT6 POU3F1 ,POU3F1,"[{'symbol': 'POU3F1', 'alias_symbol': 'OCT6 SCIP', 'prev_symbol': 'OTF6', 'name': 'POU class 3 homeobox 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HPR', 'alias_symbol': 'HPR', 'prev_symbol': 'MTHPR', 'name': 'mitochondrially encoded replication primer', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}]","原始标记 ""OCT6 POU3F1"" 中的 ""OCT6"" 与候选信息中第一个条目的 'alias_symbol' 匹配，且其 'symbol' 为 ""POU3F1""，与原始标记中的 ""POU3F1"" 完全一致。因此，该候选信息是最匹配的结果。"
CTIP2,BCL11B,"[{'symbol': 'BCL11B', 'alias_symbol': 'CTIP-2 CTIP2 hRIT1-alpha SMARCM2', 'prev_symbol': 'ZNF856B', 'name': 'BCL11 transcription factor B', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'BCL11B', 'alias_symbol': 'CTIP-2 CTIP2 hRIT1-alpha SMARCM2'}的别名（alias_symbol）字段明确包含了原始标记""CTIP2""，因此可以确定该条目与原始标记最匹配。根据规则，应选择其'symbol'字段""BCL11B""作为标准化结果。"
OCT6,POU3F1,"[{'symbol': 'POU3F1', 'alias_symbol': 'OCT6 SCIP', 'prev_symbol': 'OTF6', 'name': 'POU class 3 homeobox 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HPR', 'alias_symbol': 'HPR', 'prev_symbol': 'MTHPR', 'name': 'mitochondrially encoded replication primer', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个条目'symbol'为'POU3F1'，其'alias_symbol'包含'OCT6'，这表明'OCT6'是'POU3F1'的别名。因此，可以确定原始标记'OCT6'的标准化结果为'POU3F1'。
