species,tissue_type,cell_name,marker,pmid
Human,,C03_cDC2_IL1B,IL1B,33545035
Human,,C03_cDC2_IL1B,TNF,33545035
Human,,C03_cDC2_IL1B,CCL3,33545035
Human,,C03_cDC2_IL1B,CCL4,33545035
Human,,C05_cDC2_ISG15,ISG15,33545035
Human,,C05_cDC2_ISG15,IFI6,33545035
Human,,C05_cDC2_ISG15,IFIT1,33545035
Human,,C06_cDC2_CXCL9,CXCL9,33545035
,,cDC1-derived LAMP3+ cDCs,LAMP3,33545035
,,cDC2-derived LAMP3+ cDCs,LAMP3,33545035
,,C06_cDC2_CXCL9 sub-cluster,CXCL9,33545035
,,C06_cDC2_CXCL9 sub-cluster,IDO1,33545035
,,FCN1+ cDC2 subset,FCN1,33545035
,,IL1B+ cDC2 subset,IL1B,33545035
,,monocytes,CD14,33545035
,,monocytes,CD16,33545035
,,monocytes,FCN1,33545035
Human,Tumor,Monocytes,S100A8,33545035
Human,Tumor,Monocytes,S100A9,33545035
Human,Tumor,Monocytes,CSF3R,33545035
Human,Tumor or adjacent normal tissue,Monocytes,HLA-DQA1,33545035
Human,Tumor or adjacent normal tissue,Monocytes,HLA-DQB1,33545035
Human,Tumor or adjacent normal tissue,Monocytes,CD163,33545035
Human,Tumor or adjacent normal tissue,Monocytes,CD68,33545035
Human,Tumor,Monocytes,IL1B,33545035
Human,Tumor,Monocytes,CCL4,33545035
Human,Tumor,Monocytes,CXCL2,33545035
Human,Tumor,Monocytes,CXCR4,33545035
Human,Tumor,Monocytes,AREG,33545035
Human,Tumor,Monocytes,EGR1,33545035
Human,Tumor,Monocytes,NR4A1,33545035
Human,Tumor,Monocytes,NR4A2,33545035
Human,Tumor,Monocytes,NLRP3,33545035
Human,Tumor,Monocytes,NFKB1,33545035
Human,Tumor,Monocytes,NFKBIA,33545035
Human,Multiple cancer types,Macrophages,SPP1,33545035
Human,Multiple cancer types,Macrophages,C1QC,33545035
Human,Multiple cancer types,LYVE1+ Macrophages,LYVE1,33545035
Human,Non-cancer tissues,NLRP3+ Macrophages,NLRP3,33545035
Human,Tumor,SPP1+ TAMs,SPP1,33545035
Human,Tumor,C1QC+ TAMs,C1QC,33545035
Human,Tumor,ISG15+ TAMs,ISG15,33545035
Human,Tumor,FN1+ TAMs,FN1,33545035
,,SPP1+ TAMs,SPP1,33545035
,,C1QC+ TAMs,C1QC,33545035
,,ISG15+ TAMs,ISG15,33545035
,,VCAN+ TAMs,VCAN,33545035
,,INHBA+ TAMs,INHBA,33545035
,,FN1+ TAMs,FN1,33545035
Human,Tumor,RTMs,LYVE1,33545035
Human,Tumor,TAMs,C1QC,33545035
Human,Tumor,TAMs,FOLR2,33545035
Human,Tumor,Macrophages,SPP1,33545035
Human,KIDNEY tumor,TAMs,FN1,33545035
Human,KIDNEY tumor,TAMs,CD52,33545035
Human,SKCM tumor,Macrophages,VCAN,33545035
Human,Tumor,cDCs,LAMP3,33545035
,,cDC2 and C1QC+ TAMs,AXL,33545035
,THCA,SPP1+ macrophages,PYCR1,33545035
,,LAMP3+ cDCs,LAMP3,33545035
,,cDC1-derived LAMP3+ cDCs,LAMP3,33545035
,,cDC2-derived LAMP3+ cDCs,LAMP3,33545035
,,CXCL9+ cDC2s,CXCL9,33545035
,,cDC2-derived LAMP3+ cDCs,IDO1,33545035
Human,,cDC2,IL1B,33545035
Human,,cDC2,TNF,33545035
,Tumor,Macrophage (ISG15+ TAMs),ISG15,33545035
,Tumor,Macrophage (ISG15+ TAMs),IFIT1,33545035
,Tumor,Macrophage (ISG15+ TAMs),IFITM1,33545035
,Tumor,Macrophage (ISG15+ TAMs),TNFSF10,33545035
,Tumor,Macrophage (ISG15+ TAMs),CASP1,33545035
,Tumor,Macrophage (ISG15+ TAMs),CASP4,33545035
,Tumor,Macrophage (ISG15+ TAMs),CXCL10,33545035
,Tumor,Angiogenesis-associated macrophages,SPP1,33545035
,,Mast cell subtype,TPSAB1,33545035
,,Mast cell subtype,TNF,33545035
,,Mast cell subtype,VEGFA,33545035
Human,,LAMP3+ cDCs,CD4,33545035
Human,,LAMP3+ cDCs,CD8,33545035
Human,,LAMP3+ cDCs,FOXP3,33545035
Human,,LAMP3+ cDCs,DC_LAMP,33545035
,Tumor,SPP1+ TAMs,CD68,33545035
,Tumor,SPP1+ TAMs,SPP1,33545035
,Tumor,SPP1+ TAMs,CD52,33545035
Human,,Myeloid cell,PTPRC,33545035
Human,,Myeloid cell,CST3,33545035
Human,,T cell,CD3E,33545035
Human,,Mast cell,KIT,33545035
Human,,Mast cell,TPSAB1,33545035
Human,,Mast cell,CPA3,33545035
Human,,Mast cell,TPSB2,33545035
Human,,Macrophage,SPP1,33545035
Human,,Macrophage,FN1,33545035
Human,,Macrophage,VCAN,33545035
Human,Lung cancer,Macrophage,PPARG,33545035
Human,Lung cancer,Macrophage,MARCO,33545035
Human,Lung cancer,Macrophage,MRC1,33545035
Human,Lung cancer,Macrophage,MSR1,33545035
Human,,Mast cell,TNF,33545035
Human,,Mast cell,VEGFA,33545035
,,LAMP3+ cDCs,LAMP3,33545035
,,C06_cDC2_CXCL9,CXCL9,33545035
,,C06_cDC2_CXCL9,IDO1,33545035
,,C1QC+ macrophage,C1QC,33545035
,,SPP1+ macrophage,SPP1,33545035
,,LAMP3+ cDCs,LAMP3,33545035
,,C06_cDC2_CXCL9,CXCL9,33545035
,,C06_cDC2_CXCL9,IDO1,33545035
,,C1QC+ macrophage,C1QC,33545035
,,SPP1+ macrophage,SPP1,33545035
Mouse,Lacrimal gland,Ductal cell progenitors,Krt5,33730555
,Lacrimal gland,Epithelial cells,Pax6,33730555
,Lacrimal gland,Acinar cells,Aqp5,33730555
Mouse,Lacrimal gland,Ducts,Ltf,33730555
,Lacrimal gland,Luminal cells,Lcn2,33730555
Mouse,Lacrimal gland,Stem cell,Lgr5,33730555
Mouse,Lacrimal gland,Stem cell,Axin2,33730555
Mouse,Lacrimal gland,Stem cell,Tnfrsf19,33730555
Mouse,Lacrimal gland,Stem cell,Krt5,33730555
Mouse,Lacrimal gland,Myoepithelial cell,Acta2,33730555
Mouse,Lacrimal gland,Myoepithelial cell,Myl9,33730555
Mouse,Lacrimal gland,Ductal cell,Pigr,33730555
Mouse,Lacrimal gland,Ductal cell,C3,33730555
Mouse,Lacrimal gland,Ductal cell,Lcn2,33730555
Mouse,Lacrimal gland,Ductal cell,Ltf,33730555
Mouse,Lacrimal gland,Ductal cell,Sftpd,33730555
Mouse,Lacrimal gland,Ductal cell,Serpinb2,33730555
Mouse,Lacrimal gland,Ductal cell,Serpinb5,33730555
Mouse,Lacrimal gland,Ductal cell,Cstb,33730555
Mouse,Lacrimal gland,Ductal cell,Cst6,33730555
Mouse,Lacrimal gland,Ductal cell,Aqp5,33730555
Human,Lacrimal gland,Epithelial cell,PAX6,33730555
Human,Lacrimal gland,Epithelial cell,FOXC1,33730555
Human,Lacrimal gland,Epithelial cell,AQP5,33730555
Human,Lacrimal gland,Myoepithelial cell,ACTA2,33730555
Human,Lacrimal gland,Myoepithelial cell,MYH11,33730555
Human,Lacrimal gland,Myoepithelial cell,MYLK,33730555
Human,Lacrimal gland,Myoepithelial cell,TPM2,33730555
Human,Lacrimal gland,Endothelial cell,CDH5,33730555
Human,Lacrimal gland,Endothelial cell,PECAM1,33730555
Human,Lacrimal gland,Lymphocyte,PTPRC,33730555
Human,Lacrimal gland,Lymphocyte,CD2,33730555
Human,Lacrimal gland,Basal cell,TP63,33730555
Human,Lacrimal gland,Acinar cell,LTF,33730555
Human,Lacrimal gland,Acinar cell,LCN1,33730555
Human,Lacrimal gland,Acinar cell,LYZ,33730555
Human,Lacrimal gland,Acinar cell,PRR27,33730555
Human,Lacrimal gland,Acinar cell,LACRT,33730555
Human,Lacrimal gland,Acinar cell,SCGB1D1,33730555
Human,Lacrimal gland,Acinar cell,SCGB2A1,33730555
Human,Lacrimal gland,Acinar cell,CST1,33730555
Human,Lacrimal gland,Acinar cell,CST4,33730555
Human,Lacrimal gland,Acinar cell,HTN1,33730555
Human,Lacrimal gland,Acinar cell,SMR3A,33730555
Human,Lacrimal gland,Acinar cell,SMR3B,33730555
Human,Lacrimal gland,Ductal cell,LCN2,33730555
Human,Lacrimal gland,Ductal cell,WFDC2,33730555
Human,Lacrimal gland,Ductal cell,C3,33730555
Human,Lacrimal gland tissue,Acinar cell,LTF,33730555
Human,Lacrimal gland tissue,Acinar cell,PRR27,33730555
Human,Lacrimal gland tissue,Acinar cell,SCGB2A1,33730555
Human,Lacrimal gland tissue,Acinar cell,HTN1,33730555
Human,Lacrimal gland tissue,Ductal cell,LCN2,33730555
Human,Lacrimal gland tissue,Ductal cell,WFDC2,33730555
Human,Lacrimal gland organoid,Basal cell,KRT5,33730555
Human,Lacrimal gland organoid,Basal cell,KRT14,33730555
Human,Lacrimal gland organoid,Basal cell,NGFR,33730555
Human,Lacrimal gland organoid,Basal cell,TP63,33730555
Human,Lacrimal gland organoid,Acinar cell,BPIFA1,33730555
Human,Lacrimal gland organoid,Differentiated cell,AQP5,33730555
Human,Lacrimal gland organoid,Differentiated cell,F3,33730555
Human,Lacrimal gland organoid,Differentiated cell,MUC16,33730555
Human,Lacrimal gland organoid,Differentiated cell,MUC5AC,33730555
Human,Lacrimal gland organoid,Differentiated cell,PIGR,33730555
Human,Lacrimal gland,Ductal cell,LCN2,33730555
Human,Lacrimal gland,Ductal cell,WFDC2,33730555
Human,Lacrimal gland,Acinar cell,CHRM1,33730555
Human,Lacrimal gland,Ductal and acinar cells,VIPR1,33730555
Human,Lacrimal gland,,CFTR,33730555
Human,Lacrimal gland,,CLCN3,33730555
Human,Lacrimal gland,,SLC12A4,33730555
Human,Lacrimal gland,,LRRC26,33730555
Human,Lacrimal gland,Acinar cell,LYZ,33730555
Human,Lacrimal gland,Acinar cell,LTF,33730555
Human,Lacrimal gland,Acinar cell,LCN1,33730555
Human,Lacrimal gland,Ductal cell,LCN2,33730555
Human,Lacrimal gland,Ductal cell,C3,33730555
Human,Lacrimal gland,Ductal cell,WFDC2,33730555
Human,Lacrimal gland,Ductal progenitor,KRT5,33730555
Human,Lacrimal gland,Acinar cell,BPIFA1,33730555
Mouse,Lacrimal gland,Ductal progenitor,KRT5,33730555
,,,PAX6,33730555
,,,AQP5,33730555
,,,LTF,33730555
,,,KRT5,33730555
,,,KI67,33730555
,,,ACTA2,33730555
,,,LYZ,33730555
,,,LCN2,33730555
,,,BPIFA1,33730555
,,,PRR27,33730555
,,,WFDC2,33730555
,,,SCGB2A1,33730555
,,,HTN1,33730555
,,,LCN1,33730555
Human,LGE (Lateral Ganglionic Eminence),D1-MSNs (D1 medium spiny neurons),ISL1,33958447
Human,LGE (Lateral Ganglionic Eminence),D2-MSNs (D2 medium spiny neurons),SIX3,33958447
Human,LGE (Lateral Ganglionic Eminence),MGE interneurons,NKX2.1,33958447
Human,LGE (Lateral Ganglionic Eminence),MGE interneurons,LHX6,33958447
Human,LGE (Lateral Ganglionic Eminence),MGE interneurons,LHX8,33958447
Human,LGE (Lateral Ganglionic Eminence),dorsal LGE (dLGE) interneurons,SP8,33958447
Human,LGE (Lateral Ganglionic Eminence),dorsal LGE (dLGE) interneurons,COUP-TFII (NR2F2),33958447
Human,LGE (Lateral Ganglionic Eminence),dorsal LGE (dLGE) interneurons,PAX6,33958447
Human,Striatum,Pre-MSN,OCT6 (POU3F1),33958447
Human,Striatum,Pre-MSN,ISL1,33958447
Human,Striatum,Pre-MSN,SIX3,33958447
Human,Striatum,Pre-MSN,CTIP2,33958447
Human,,D1-MSNs,ISL1,33958447
Human,,D2-MSNs,SIX3,33958447
Human,,Pre-MSNs,OCT6,33958447
Human,,Mature D1-MSNs,NEFM,33958447
Human,,Postmitotic neurons (SVZ of LGE),OCT6,33958447
Human,,APs (Ancestal Progenitors),OTX1,33958447
Human,,BPs (Basal Progenitors),VAX1,33958447
Human,,MSNs (Medium Spiny Neurons),POU2F2,33958447
Human,,D2-MSNs (D2 Medium Spiny Neurons),NANOG,33958447
Human,,D1-MSNs (D1 Medium Spiny Neurons),FOXO1,33958447
Mouse,,D2-MSN,IKZF1,33958447
Human,,D1-MSN,IKZF1,33958447
,,D2-MSN,MAFB,33958447
,,pre-MSN,OCT6,33958447
Human,Striatum,D1-MSNs (patch cells),PDYN,33958447
Human,Striatum,D1-MSNs (patch cells),TSHZ1,33958447
Human,Striatum,D2-MSNs (patch cells),PDYN,33958447
Human,Striatum,D2-MSNs (patch cells),TSHZ1,33958447
Human,LGE (Lateral Ganglionic Eminence),Apical Progenitors,SALL3,33958447
Human,LGE (Lateral Ganglionic Eminence),Apical Progenitors,LINC01896,33958447
Human,Striatum,D1-MSNs,ZNF467,33958447
Human,Striatum,D2-MSNs,ZNF467,33958447
Human,Striatum,D1-MSNs,OCT6,33958447
Human,Striatum,D2-MSNs,OCT6,33958447
Human,Striatum,D1-MSNs,IKZF1,33958447
Human,Striatum,D2-MSNs,MAFB,33958447
Human,Brain,Medium Spiny Neurons (MSNs),PDYN,33958447
Human,Brain,Medium Spiny Neurons (MSNs),TSHZ1,33958447
Human,Brain,D1 MSNs,ISL1,33958447
Human,Brain,D2 MSNs,SIX3,33958447
